Year,Postal code,Rooms,Rent per m2,Rental apartment count,Sales price per m2,Sold apartments count,Postal code name,Municipality,Municipality name,Municipality group,Municipality group name,Region,Region name,Area,Area name
2014,500,3,,,4302.0,23.0,Sörnäinen - Harju,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,500,3,,,5056.0,26.0,Sörnäinen - Harju,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,500,3,,,5590.0,45.0,Sörnäinen - Harju,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,500,3,,,5839.0,40.0,Sörnäinen - Harju,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,500,3,,,5899.0,33.0,Sörnäinen - Harju,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,500,3,,,6317.0,23.0,Sörnäinen - Harju,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,510,1,22.677500000000002,1886.0,5402.0,166.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,510,2,13.6375,514.0,4668.0,124.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,510,1,23.7925,2284.0,5495.0,150.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,510,2,16.855,858.0,4950.0,107.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,510,3,14.7975,92.0,4707.0,25.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,510,1,24.55,2438.0,6166.0,158.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,510,2,18.3625,910.0,5259.0,127.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,510,3,15.469999999999999,42.0,5021.0,38.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,510,1,25.127499999999998,2598.0,6436.0,147.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,510,2,19.655,808.0,5734.0,126.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,510,1,25.7925,2598.0,6524.0,137.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,510,2,19.927500000000002,776.0,5811.0,123.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,510,1,27.07,2949.0,7070.0,144.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,510,2,20.7575,861.0,6129.0,132.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,510,3,18.799999999999997,43.0,6027.0,28.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,510,1,27.4775,3079.0,7260.0,220.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,510,2,21.060000000000002,908.0,6628.0,134.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,510,3,18.865000000000002,41.0,6541.0,54.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,510,1,27.475,3047.0,7077.0,163.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,510,2,21.445,833.0,6667.0,113.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,510,3,18.669999999999998,85.0,6791.0,43.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,510,1,27.49,1482.0,,,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,510,2,21.755,390.0,,,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,510,3,18.855,41.0,,,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,510,1,,,3821.0,223.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,510,2,,,3386.0,135.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,510,3,,,3464.0,26.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,510,1,,,4295.0,239.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,510,2,,,3800.0,134.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,510,3,,,3542.0,25.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,510,1,,,4547.0,214.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,510,2,,,4011.0,140.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,510,3,,,3768.0,18.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,510,1,,,4748.0,203.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,510,2,,,4161.0,135.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,510,3,,,4012.0,15.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,510,1,,,4970.0,193.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,510,2,,,4546.0,103.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,510,3,,,4247.0,17.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,510,1,,,5203.0,152.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,510,2,,,4548.0,102.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,510,3,,,4559.0,15.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,510,3,,,4742.0,41.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,510,3,,,5166.0,31.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,510,3,,,6080.0,34.0,Alppila - Vallila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,520,1,22.7125,507.0,5439.0,43.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,520,1,23.2675,561.0,5532.0,25.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,520,1,24.19,578.0,5840.0,31.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,520,1,24.77,664.0,5785.0,41.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,520,1,25.5075,693.0,6208.0,32.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,520,1,26.302500000000002,805.0,6818.0,34.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,520,1,26.9675,894.0,7115.0,41.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,520,2,20.58,301.0,6194.0,78.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,520,1,27.7375,1091.0,6680.0,41.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,520,2,20.47,874.0,6444.0,86.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,520,1,27.93,625.0,,,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,520,1,,,3607.0,31.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,520,2,,,3141.0,64.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,520,3,,,2823.0,23.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,520,1,,,4147.0,56.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,520,2,,,3490.0,79.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,520,3,,,3184.0,56.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,520,1,,,4454.0,33.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,520,2,,,3648.0,47.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,520,3,,,3710.0,36.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,520,1,,,4798.0,44.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,520,2,,,3911.0,77.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,520,3,,,3729.0,56.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,520,1,,,4916.0,25.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,520,2,,,4369.0,59.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,520,3,,,4426.0,45.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,520,1,,,5105.0,30.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,520,2,,,4238.0,45.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,520,3,,,4179.0,56.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,520,2,,,4487.0,60.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,520,3,,,4473.0,49.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,520,2,,,4678.0,59.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,520,3,,,4595.0,46.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,520,2,,,5385.0,54.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,520,3,,,4674.0,58.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,520,2,,,5605.0,56.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,520,3,,,5465.0,60.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,520,2,,,5316.0,73.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,520,3,,,5450.0,83.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,520,2,,,5757.0,85.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,520,3,,,5525.0,77.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,520,3,,,5622.0,109.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,520,3,,,5755.0,83.0,Itä- ja Keski-Pasila,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,530,1,23.0325,3213.0,5501.0,256.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,530,2,15.64,1323.0,5052.0,215.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,530,3,15.020000000000001,293.0,4894.0,67.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,530,1,23.7025,3479.0,5666.0,237.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,530,2,16.4225,1598.0,5114.0,197.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,530,3,15.955,411.0,4864.0,63.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,530,1,24.085,3775.0,6067.0,220.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,530,2,18.15,1582.0,5459.0,189.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,530,3,16.075000000000003,227.0,5167.0,67.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,530,1,24.3825,3847.0,6245.0,216.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,530,2,20.3725,1643.0,5806.0,213.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,530,3,17.92,101.0,5618.0,65.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,530,1,24.995,3872.0,6723.0,258.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,530,2,20.785,1611.0,6030.0,216.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,530,1,25.8275,4370.0,7083.0,279.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,530,2,21.265,1677.0,6282.0,214.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,530,1,26.137500000000003,4430.0,7406.0,299.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,530,2,21.6925,1653.0,6613.0,273.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,530,1,26.29,4472.0,7145.0,199.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,530,2,21.82,1601.0,6485.0,202.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,530,1,26.435000000000002,2204.0,,,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,530,2,22.119999999999997,856.0,,,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,530,1,,,4017.0,331.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,530,2,,,3669.0,241.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,530,3,,,3720.0,76.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,530,1,,,4407.0,299.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,530,2,,,4035.0,231.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,530,3,,,3955.0,70.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,530,1,,,4637.0,293.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,530,2,,,4324.0,186.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,530,3,,,4341.0,56.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,530,1,,,4994.0,258.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,530,2,,,4473.0,211.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,530,3,,,4515.0,50.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,530,1,,,5354.0,290.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,530,2,,,4781.0,223.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,530,3,,,4525.0,78.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,530,1,,,5469.0,243.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,530,2,,,4907.0,165.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,530,3,,,4694.0,69.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,530,3,,,5685.0,63.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,530,3,,,6117.0,78.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,530,3,,,6383.0,89.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,530,3,,,6324.0,57.0,Kallio,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,550,1,21.415,819.0,5219.0,91.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2015,550,2,15.3725,550.0,4536.0,82.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,550,1,21.8325,991.0,5283.0,92.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2016,550,2,15.675,595.0,4611.0,78.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,550,1,22.634999999999998,960.0,5551.0,87.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2017,550,2,17.4075,496.0,5005.0,80.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,550,1,21.935000000000002,949.0,5865.0,88.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2018,550,2,18.6925,408.0,5388.0,94.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,550,1,22.62,1089.0,6135.0,140.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2019,550,2,19.505,498.0,5644.0,114.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,550,1,23.9325,1286.0,6458.0,106.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2020,550,2,20.6975,507.0,5997.0,107.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,550,1,24.7075,1354.0,7014.0,121.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2021,550,2,20.8475,527.0,6291.0,104.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,550,1,24.895,1359.0,6673.0,84.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2022,550,2,21.345,478.0,5936.0,89.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,550,1,24.825,719.0,,,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2023,550,2,21.08,214.0,,,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,550,1,,,3646.0,106.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,550,2,,,3134.0,117.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2009,550,3,,,3306.0,19.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,550,1,,,3993.0,98.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,550,2,,,3574.0,132.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2010,550,3,,,3730.0,41.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,550,1,,,4234.0,84.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,550,2,,,3802.0,107.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2011,550,3,,,3692.0,30.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,550,1,,,4380.0,108.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,550,2,,,3948.0,110.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2012,550,3,,,3892.0,20.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,550,1,,,4765.0,79.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,550,2,,,4263.0,85.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2013,550,3,,,4161.0,30.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,550,1,,,5039.0,61.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
2014,550,2,,,4282.0,90.0,Vallila - Hermanni,91,Helsinki,1,Kaupunkimaiset kunnat,1,Uusimaa,1,Helsinki-Uusimaa
