"Vuosi";"Alue";"Huoneluku";"Rahoitusmuoto";"Lukumäärä";"Neliövuokra (eur/m2)"
"2021";"Pohjois-Savo";"Kaksiot";"Vapaarahoitteinen";9014;12.85
"2021";"Pohjois-Savo";"Kolmiot+";"Vapaarahoitteinen";2625;11.13
"2021";"Kuopio";"Yksiöt";"Vapaarahoitteinen";6686;18.18
"2021";"Kuopio";"Kaksiot";"Vapaarahoitteinen";6779;14.13
"2021";"Kuopio";"Kolmiot+";"Vapaarahoitteinen";1874;12.10
"2021";"Kuopio 1";"Yksiöt";"Vapaarahoitteinen";3586;19.38
"2021";"Kuopio 1";"Kaksiot";"Vapaarahoitteinen";2818;15.04
"2021";"Kuopio 1";"Kolmiot+";"Vapaarahoitteinen";794;12.86
"2021";"Kuopio 2";"Yksiöt";"Vapaarahoitteinen";3100;16.85
"2021";"Kuopio 2";"Kaksiot";"Vapaarahoitteinen";3961;13.19
"2021";"Kuopio 2";"Kolmiot+";"Vapaarahoitteinen";1080;11.55
"2021";"Pohjois-Karjala";"Yksiöt";"Vapaarahoitteinen";6173;15.20
"2021";"Pohjois-Karjala";"Kaksiot";"Vapaarahoitteinen";4595;11.76
"2021";"Pohjois-Karjala";"Kolmiot+";"Vapaarahoitteinen";997;9.99
"2021";"Joensuu";"Yksiöt";"Vapaarahoitteinen";5111;16.99
"2021";"Joensuu";"Kaksiot";"Vapaarahoitteinen";3487;13.03
"2021";"Joensuu";"Kolmiot+";"Vapaarahoitteinen";613;11.04
"2021";"Joensuu 1";"Yksiöt";"Vapaarahoitteinen";4014;17.62
"2021";"Joensuu 1";"Kaksiot";"Vapaarahoitteinen";2240;13.64
"2021";"Joensuu 1";"Kolmiot+";"Vapaarahoitteinen";237;11.62
"2021";"Joensuu 2";"Yksiöt";"Vapaarahoitteinen";1097;15.25
"2021";"Joensuu 2";"Kaksiot";"Vapaarahoitteinen";1247;12.06
"2021";"Joensuu 2";"Kolmiot+";"Vapaarahoitteinen";376;10.38
"2021";"Keski-Suomi";"Yksiöt";"Vapaarahoitteinen";11441;16.95
"2021";"Keski-Suomi";"Kaksiot";"Vapaarahoitteinen";12620;12.68
"2021";"Keski-Suomi";"Kolmiot+";"Vapaarahoitteinen";4312;11.13
"2021";"Jyväskylä";"Yksiöt";"Vapaarahoitteinen";9639;18.34
"2021";"Jyväskylä";"Kaksiot";"Vapaarahoitteinen";10845;13.61
"2021";"Jyväskylä";"Kolmiot+";"Vapaarahoitteinen";3661;11.93
"2021";"Jyväskylä 1";"Yksiöt";"Vapaarahoitteinen";6265;19.28
"2021";"Jyväskylä 1";"Kaksiot";"Vapaarahoitteinen";6541;14.43
"2021";"Jyväskylä 1";"Kolmiot+";"Vapaarahoitteinen";1953;12.60
"2021";"Jyväskylä 2";"Yksiöt";"Vapaarahoitteinen";3374;16.25
"2021";"Jyväskylä 2";"Kaksiot";"Vapaarahoitteinen";4304;12.35
"2021";"Jyväskylä 2";"Kolmiot+";"Vapaarahoitteinen";1708;11.31
"2021";"Etelä-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2962;13.61
"2021";"Etelä-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3826;11.00
"2021";"Etelä-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1426;9.73
"2021";"Seinäjoki";"Yksiöt";"Vapaarahoitteinen";2185;15.29
"2021";"Seinäjoki";"Kaksiot";"Vapaarahoitteinen";2476;11.92
"2021";"Seinäjoki";"Kolmiot+";"Vapaarahoitteinen";860;10.49
"2021";"Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";4088;14.96
"2021";"Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3704;11.32
"2021";"Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1106;9.75
"2021";"Vaasa";"Yksiöt";"Vapaarahoitteinen";3501;15.76
"2021";"Vaasa";"Kaksiot";"Vapaarahoitteinen";2818;12.05
"2021";"Vaasa";"Kolmiot+";"Vapaarahoitteinen";689;10.14
"2021";"Vaasa 1";"Yksiöt";"Vapaarahoitteinen";2950;16.21
"2021";"Vaasa 1";"Kaksiot";"Vapaarahoitteinen";2312;12.49
"2021";"Vaasa 1";"Kolmiot+";"Vapaarahoitteinen";427;10.34
"2021";"Vaasa 2";"Yksiöt";"Vapaarahoitteinen";551;13.59
"2021";"Vaasa 2";"Kaksiot";"Vapaarahoitteinen";506;10.33
"2021";"Vaasa 2";"Kolmiot+";"Vapaarahoitteinen";262;9.77
"2021";"Keski-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";906;14.42
"2021";"Keski-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";1124;10.99
"2021";"Keski-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";386;9.48
"2021";"Kokkola";"Yksiöt";"Vapaarahoitteinen";795;15.32
"2021";"Kokkola";"Kaksiot";"Vapaarahoitteinen";925;11.43
"2021";"Kokkola";"Kolmiot+";"Vapaarahoitteinen";336;9.73
"2021";"Pohjois-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";15215;15.99
"2021";"Pohjois-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";14038;12.33
"2021";"Pohjois-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";4942;11.12
"2021";"Oulu";"Yksiöt";"Vapaarahoitteinen";13304;16.76
"2021";"Oulu";"Kaksiot";"Vapaarahoitteinen";11818;12.92
"2021";"Oulu";"Kolmiot+";"Vapaarahoitteinen";3957;11.56
"2021";"Oulu 1";"Yksiöt";"Vapaarahoitteinen";6056;17.48
"2021";"Oulu 1";"Kaksiot";"Vapaarahoitteinen";5588;13.83
"2021";"Oulu 1";"Kolmiot+";"Vapaarahoitteinen";1543;12.56
"2021";"Oulu 2";"Yksiöt";"Vapaarahoitteinen";7248;16.06
"2021";"Oulu 2";"Kaksiot";"Vapaarahoitteinen";6230;12.19
"2021";"Oulu 2";"Kolmiot+";"Vapaarahoitteinen";2414;10.89
"2021";"Kainuu";"Yksiöt";"Vapaarahoitteinen";1891;14.49
"2021";"Kainuu";"Kaksiot";"Vapaarahoitteinen";1315;11.13
"2021";"Kainuu";"Kolmiot+";"Vapaarahoitteinen";455;9.82
"2021";"Kajaani";"Yksiöt";"Vapaarahoitteinen";1623;15.33
"2021";"Kajaani";"Kaksiot";"Vapaarahoitteinen";986;11.92
"2021";"Kajaani";"Kolmiot+";"Vapaarahoitteinen";307;10.32
"2021";"Lappi";"Yksiöt";"Vapaarahoitteinen";4286;15.77
"2021";"Lappi";"Kaksiot";"Vapaarahoitteinen";4426;12.14
"2021";"Lappi";"Kolmiot+";"Vapaarahoitteinen";1427;10.47
"2021";"Rovaniemi";"Yksiöt";"Vapaarahoitteinen";3011;16.88
"2021";"Rovaniemi";"Kaksiot";"Vapaarahoitteinen";2763;13.19
"2021";"Rovaniemi";"Kolmiot+";"Vapaarahoitteinen";804;11.54
"2022";"Koko maa";"Yksiöt";"Vapaarahoitteinen";208158;19.82
"2022";"Koko maa";"Kaksiot";"Vapaarahoitteinen";208082;14.92
"2022";"Koko maa";"Kolmiot+";"Vapaarahoitteinen";86172;13.88
"2022";"Pääkaupunkiseutu (PKS)";"Yksiöt";"Vapaarahoitteinen";66386;25.75
"2022";"Pääkaupunkiseutu (PKS)";"Kaksiot";"Vapaarahoitteinen";73176;19.51
"2022";"Pääkaupunkiseutu (PKS)";"Kolmiot+";"Vapaarahoitteinen";41787;17.86
"2022";"Muu Suomi (koko maa pl. PKS)";"Yksiöt";"Vapaarahoitteinen";141772;16.87
"2022";"Muu Suomi (koko maa pl. PKS)";"Kaksiot";"Vapaarahoitteinen";134906;12.95
"2022";"Muu Suomi (koko maa pl. PKS)";"Kolmiot+";"Vapaarahoitteinen";44385;11.56
"2022";"Uusimaa";"Yksiöt";"Vapaarahoitteinen";75599;24.58
"2022";"Uusimaa";"Kaksiot";"Vapaarahoitteinen";85019;18.55
"2022";"Uusimaa";"Kolmiot+";"Vapaarahoitteinen";47078;17.00
"2022";"Helsinki";"Yksiöt";"Vapaarahoitteinen";44793;26.83
"2022";"Helsinki";"Kaksiot";"Vapaarahoitteinen";37118;20.48
"2022";"Helsinki";"Kolmiot+";"Vapaarahoitteinen";19878;18.84
"2022";"Helsinki 1";"Yksiöt";"Vapaarahoitteinen";8609;28.86
"2022";"Helsinki 1";"Kaksiot";"Vapaarahoitteinen";4328;23.39
"2022";"Helsinki 1";"Kolmiot+";"Vapaarahoitteinen";1600;21.35
"2022";"Helsinki 2";"Yksiöt";"Vapaarahoitteinen";21409;27.19
"2022";"Helsinki 2";"Kaksiot";"Vapaarahoitteinen";13545;21.43
"2022";"Helsinki 2";"Kolmiot+";"Vapaarahoitteinen";5274;19.55
"2022";"Helsinki 3";"Yksiöt";"Vapaarahoitteinen";4613;26.06
"2022";"Helsinki 3";"Kaksiot";"Vapaarahoitteinen";4572;19.23
"2022";"Helsinki 3";"Kolmiot+";"Vapaarahoitteinen";2520;17.94
"2022";"Helsinki 4";"Yksiöt";"Vapaarahoitteinen";10162;24.30
"2022";"Helsinki 4";"Kaksiot";"Vapaarahoitteinen";14673;18.15
"2022";"Helsinki 4";"Kolmiot+";"Vapaarahoitteinen";10484;17.21
"2022";"Espoo-Kauniainen";"Yksiöt";"Vapaarahoitteinen";10790;23.60
"2022";"Espoo-Kauniainen";"Kaksiot";"Vapaarahoitteinen";15973;18.52
"2022";"Espoo-Kauniainen";"Kolmiot+";"Vapaarahoitteinen";9779;16.95
"2022";"Espoo-Kauniainen 1";"Yksiöt";"Vapaarahoitteinen";3060;25.31
"2022";"Espoo-Kauniainen 1";"Kaksiot";"Vapaarahoitteinen";3015;19.49
"2022";"Espoo-Kauniainen 1";"Kolmiot+";"Vapaarahoitteinen";1757;17.73
"2022";"Espoo-Kauniainen 2";"Yksiöt";"Vapaarahoitteinen";3637;23.81
"2022";"Espoo-Kauniainen 2";"Kaksiot";"Vapaarahoitteinen";6280;19.04
"2022";"Espoo-Kauniainen 2";"Kolmiot+";"Vapaarahoitteinen";3699;17.49
"2022";"Espoo-Kauniainen 3";"Yksiöt";"Vapaarahoitteinen";4093;22.19
"2022";"Espoo-Kauniainen 3";"Kaksiot";"Vapaarahoitteinen";6678;17.15
"2022";"Espoo-Kauniainen 3";"Kolmiot+";"Vapaarahoitteinen";4323;15.84
"2022";"Vantaa";"Yksiöt";"Vapaarahoitteinen";10803;23.64
"2022";"Vantaa";"Kaksiot";"Vapaarahoitteinen";20085;17.81
"2022";"Vantaa";"Kolmiot+";"Vapaarahoitteinen";12130;16.40
"2022";"Vantaa 1";"Yksiöt";"Vapaarahoitteinen";3190;24.61
"2022";"Vantaa 1";"Kaksiot";"Vapaarahoitteinen";7049;18.81
"2022";"Vantaa 1";"Kolmiot+";"Vapaarahoitteinen";4111;17.21
"2022";"Vantaa 2";"Yksiöt";"Vapaarahoitteinen";7613;22.73
"2022";"Vantaa 2";"Kaksiot";"Vapaarahoitteinen";13036;17.00
"2022";"Vantaa 2";"Kolmiot+";"Vapaarahoitteinen";8019;15.72
"2022";"Kehyskunnat";"Yksiöt";"Vapaarahoitteinen";7653;19.00
"2022";"Kehyskunnat";"Kaksiot";"Vapaarahoitteinen";10060;14.73
"2022";"Kehyskunnat";"Kolmiot+";"Vapaarahoitteinen";4612;13.59
"2022";"Porvoo";"Yksiöt";"Vapaarahoitteinen";1037;18.75
"2022";"Porvoo";"Kaksiot";"Vapaarahoitteinen";793;13.76
"2022";"Porvoo";"Kolmiot+";"Vapaarahoitteinen";293;12.93
"2022";"Hyvinkää";"Yksiöt";"Vapaarahoitteinen";1605;17.95
"2022";"Hyvinkää";"Kaksiot";"Vapaarahoitteinen";1445;14.16
"2022";"Hyvinkää";"Kolmiot+";"Vapaarahoitteinen";548;12.76
"2022";"Järvenpää";"Yksiöt";"Vapaarahoitteinen";1553;20.25
"2022";"Järvenpää";"Kaksiot";"Vapaarahoitteinen";2249;15.61
"2022";"Järvenpää";"Kolmiot+";"Vapaarahoitteinen";905;14.26
"2022";"Kerava";"Yksiöt";"Vapaarahoitteinen";1427;20.78
"2022";"Kerava";"Kaksiot";"Vapaarahoitteinen";2782;15.79
"2022";"Kerava";"Kolmiot+";"Vapaarahoitteinen";1552;14.11
"2022";"Varsinais-Suomi";"Yksiöt";"Vapaarahoitteinen";21519;17.37
"2022";"Varsinais-Suomi";"Kaksiot";"Vapaarahoitteinen";17985;13.41
"2022";"Varsinais-Suomi";"Kolmiot+";"Vapaarahoitteinen";5655;11.97
"2022";"Turku";"Yksiöt";"Vapaarahoitteinen";18180;18.36
"2022";"Turku";"Kaksiot";"Vapaarahoitteinen";14676;14.30
"2022";"Turku";"Kolmiot+";"Vapaarahoitteinen";4408;12.64
"2022";"Turku 1";"Yksiöt";"Vapaarahoitteinen";11184;18.90
"2022";"Turku 1";"Kaksiot";"Vapaarahoitteinen";7920;15.02
"2022";"Turku 1";"Kolmiot+";"Vapaarahoitteinen";1779;13.48
"2022";"Turku 2";"Yksiöt";"Vapaarahoitteinen";3126;19.00
"2022";"Turku 2";"Kaksiot";"Vapaarahoitteinen";2272;14.60
"2022";"Turku 2";"Kolmiot+";"Vapaarahoitteinen";478;11.95
"2022";"Turku 3";"Yksiöt";"Vapaarahoitteinen";3870;17.00
"2022";"Turku 3";"Kaksiot";"Vapaarahoitteinen";4484;13.07
"2022";"Turku 3";"Kolmiot+";"Vapaarahoitteinen";2151;12.00
"2022";"Satakunta";"Yksiöt";"Vapaarahoitteinen";5399;13.50
"2022";"Satakunta";"Kaksiot";"Vapaarahoitteinen";5536;10.30
"2022";"Satakunta";"Kolmiot+";"Vapaarahoitteinen";1616;9.16
"2022";"Pori";"Yksiöt";"Vapaarahoitteinen";3446;14.06
"2022";"Pori";"Kaksiot";"Vapaarahoitteinen";3605;10.73
"2022";"Pori";"Kolmiot+";"Vapaarahoitteinen";961;9.61
"2022";"Pori 1";"Yksiöt";"Vapaarahoitteinen";2348;14.90
"2022";"Pori 1";"Kaksiot";"Vapaarahoitteinen";1958;11.64
"2022";"Pori 1";"Kolmiot+";"Vapaarahoitteinen";438;9.95
"2022";"Pori 2";"Yksiöt";"Vapaarahoitteinen";1098;12.24
"2022";"Pori 2";"Kaksiot";"Vapaarahoitteinen";1647;9.73
"2022";"Pori 2";"Kolmiot+";"Vapaarahoitteinen";523;9.20
"2022";"Rauma";"Yksiöt";"Vapaarahoitteinen";1018;14.18
"2022";"Rauma";"Kaksiot";"Vapaarahoitteinen";921;10.71
"2022";"Rauma";"Kolmiot+";"Vapaarahoitteinen";221;9.31
"2022";"Kanta-Häme";"Yksiöt";"Vapaarahoitteinen";5667;16.12
"2022";"Kanta-Häme";"Kaksiot";"Vapaarahoitteinen";5443;12.57
"2022";"Kanta-Häme";"Kolmiot+";"Vapaarahoitteinen";1845;11.47
"2022";"Hämeenlinna";"Yksiöt";"Vapaarahoitteinen";3236;17.79
"2022";"Hämeenlinna";"Kaksiot";"Vapaarahoitteinen";3378;13.65
"2022";"Hämeenlinna";"Kolmiot+";"Vapaarahoitteinen";1092;12.22
"2022";"Hämeenlinna 1";"Yksiöt";"Vapaarahoitteinen";2557;18.70
"2022";"Hämeenlinna 1";"Kaksiot";"Vapaarahoitteinen";2113;14.54
"2022";"Hämeenlinna 1";"Kolmiot+";"Vapaarahoitteinen";622;12.76
"2022";"Hämeenlinna 2";"Yksiöt";"Vapaarahoitteinen";679;15.87
"2022";"Hämeenlinna 2";"Kaksiot";"Vapaarahoitteinen";1265;12.55
"2022";"Hämeenlinna 2";"Kolmiot+";"Vapaarahoitteinen";470;11.75
"2022";"Riihimäki";"Yksiöt";"Vapaarahoitteinen";1154;15.57
"2022";"Riihimäki";"Kaksiot";"Vapaarahoitteinen";1024;12.31
"2022";"Riihimäki";"Kolmiot+";"Vapaarahoitteinen";362;11.38
"2022";"Pirkanmaa";"Yksiöt";"Vapaarahoitteinen";26594;18.62
"2022";"Pirkanmaa";"Kaksiot";"Vapaarahoitteinen";22604;14.12
"2022";"Pirkanmaa";"Kolmiot+";"Vapaarahoitteinen";7585;12.64
"2022";"Tampere";"Yksiöt";"Vapaarahoitteinen";22845;19.65
"2022";"Tampere";"Kaksiot";"Vapaarahoitteinen";19373;14.90
"2022";"Tampere";"Kolmiot+";"Vapaarahoitteinen";6135;13.38
"2022";"Tampere 1";"Yksiöt";"Vapaarahoitteinen";11278;20.25
"2022";"Tampere 1";"Kaksiot";"Vapaarahoitteinen";6296;15.61
"2022";"Tampere 1";"Kolmiot+";"Vapaarahoitteinen";1564;14.23
"2022";"Tampere 2";"Yksiöt";"Vapaarahoitteinen";3424;19.48
"2022";"Tampere 2";"Kaksiot";"Vapaarahoitteinen";5069;15.29
"2022";"Tampere 2";"Kolmiot+";"Vapaarahoitteinen";1601;13.41
"2022";"Tampere 3";"Yksiöt";"Vapaarahoitteinen";8143;18.85
"2022";"Tampere 3";"Kaksiot";"Vapaarahoitteinen";8008;13.69
"2022";"Tampere 3";"Kolmiot+";"Vapaarahoitteinen";2970;12.64
"2022";"Päijät-Häme";"Yksiöt";"Vapaarahoitteinen";7175;15.90
"2022";"Päijät-Häme";"Kaksiot";"Vapaarahoitteinen";9483;12.66
"2022";"Päijät-Häme";"Kolmiot+";"Vapaarahoitteinen";3106;11.39
"2022";"Lahti";"Yksiöt";"Vapaarahoitteinen";5959;16.77
"2022";"Lahti";"Kaksiot";"Vapaarahoitteinen";7960;13.28
"2022";"Lahti";"Kolmiot+";"Vapaarahoitteinen";2564;11.88
"2022";"Lahti 1";"Yksiöt";"Vapaarahoitteinen";2998;17.68
"2022";"Lahti 1";"Kaksiot";"Vapaarahoitteinen";3311;14.59
"2022";"Lahti 1";"Kolmiot+";"Vapaarahoitteinen";1289;12.78
"2022";"Lahti 2";"Yksiöt";"Vapaarahoitteinen";2961;15.73
"2022";"Lahti 2";"Kaksiot";"Vapaarahoitteinen";4649;12.12
"2022";"Lahti 2";"Kolmiot+";"Vapaarahoitteinen";1275;10.97
"2022";"Kymenlaakso";"Yksiöt";"Vapaarahoitteinen";4806;13.72
"2022";"Kymenlaakso";"Kaksiot";"Vapaarahoitteinen";4208;11.30
"2022";"Kymenlaakso";"Kolmiot+";"Vapaarahoitteinen";1214;9.92
"2022";"Kotka";"Yksiöt";"Vapaarahoitteinen";2103;14.16
"2022";"Kotka";"Kaksiot";"Vapaarahoitteinen";1787;12.19
"2022";"Kotka";"Kolmiot+";"Vapaarahoitteinen";464;10.93
"2022";"Kotka 1";"Yksiöt";"Vapaarahoitteinen";1047;15.58
"2022";"Kotka 1";"Kaksiot";"Vapaarahoitteinen";840;13.67
"2022";"Kotka 1";"Kolmiot+";"Vapaarahoitteinen";148;12.33
"2022";"Kotka 2";"Yksiöt";"Vapaarahoitteinen";1056;12.90
"2022";"Kotka 2";"Kaksiot";"Vapaarahoitteinen";947;10.77
"2022";"Kotka 2";"Kolmiot+";"Vapaarahoitteinen";316;9.98
"2022";"Kouvola";"Yksiöt";"Vapaarahoitteinen";2334;13.49
"2022";"Kouvola";"Kaksiot";"Vapaarahoitteinen";2025;10.46
"2022";"Kouvola";"Kolmiot+";"Vapaarahoitteinen";568;9.14
"2022";"Etelä-Karjala";"Yksiöt";"Vapaarahoitteinen";4189;16.18
"2022";"Etelä-Karjala";"Kaksiot";"Vapaarahoitteinen";3496;12.81
"2022";"Etelä-Karjala";"Kolmiot+";"Vapaarahoitteinen";977;11.15
"2022";"Lappeenranta";"Yksiöt";"Vapaarahoitteinen";3262;17.28
"2022";"Lappeenranta";"Kaksiot";"Vapaarahoitteinen";2784;13.49
"2022";"Lappeenranta";"Kolmiot+";"Vapaarahoitteinen";772;11.69
"2022";"Lappeenranta 1";"Yksiöt";"Vapaarahoitteinen";1931;18.39
"2022";"Lappeenranta 1";"Kaksiot";"Vapaarahoitteinen";1408;15.02
"2022";"Lappeenranta 1";"Kolmiot+";"Vapaarahoitteinen";373;12.68
"2022";"Lappeenranta 2";"Yksiöt";"Vapaarahoitteinen";1331;15.41
"2022";"Lappeenranta 2";"Kaksiot";"Vapaarahoitteinen";1376;11.97
"2022";"Lappeenranta 2";"Kolmiot+";"Vapaarahoitteinen";399;10.87
"2022";"Etelä-Savo";"Yksiöt";"Vapaarahoitteinen";3267;13.88
"2022";"Etelä-Savo";"Kaksiot";"Vapaarahoitteinen";2693;10.78
"2022";"Etelä-Savo";"Kolmiot+";"Vapaarahoitteinen";715;9.39
"2022";"Mikkeli";"Yksiöt";"Vapaarahoitteinen";1645;16.18
"2022";"Mikkeli";"Kaksiot";"Vapaarahoitteinen";1153;12.09
"2022";"Mikkeli";"Kolmiot+";"Vapaarahoitteinen";308;10.41
"2022";"Pohjois-Savo";"Yksiöt";"Vapaarahoitteinen";9042;16.95
"2022";"Pohjois-Savo";"Kaksiot";"Vapaarahoitteinen";9040;13.34
"2022";"Pohjois-Savo";"Kolmiot+";"Vapaarahoitteinen";2679;11.68
"2022";"Kuopio";"Yksiöt";"Vapaarahoitteinen";6640;18.62
"2022";"Kuopio";"Kaksiot";"Vapaarahoitteinen";6956;14.44
"2022";"Kuopio";"Kolmiot+";"Vapaarahoitteinen";1992;12.50
"2022";"Kuopio 1";"Yksiöt";"Vapaarahoitteinen";3652;19.70
"2022";"Kuopio 1";"Kaksiot";"Vapaarahoitteinen";2768;15.38
"2022";"Kuopio 1";"Kolmiot+";"Vapaarahoitteinen";751;13.28
"2022";"Kuopio 2";"Yksiöt";"Vapaarahoitteinen";2988;17.34
"2022";"Kuopio 2";"Kaksiot";"Vapaarahoitteinen";4188;13.45
"2022";"Kuopio 2";"Kolmiot+";"Vapaarahoitteinen";1241;11.94
"2022";"Pohjois-Karjala";"Yksiöt";"Vapaarahoitteinen";6025;15.83
"2022";"Pohjois-Karjala";"Kaksiot";"Vapaarahoitteinen";4246;11.99
"2022";"Pohjois-Karjala";"Kolmiot+";"Vapaarahoitteinen";1007;10.09
"2022";"Joensuu";"Yksiöt";"Vapaarahoitteinen";5026;17.33
"2022";"Joensuu";"Kaksiot";"Vapaarahoitteinen";3179;13.20
"2022";"Joensuu";"Kolmiot+";"Vapaarahoitteinen";629;11.15
"2022";"Joensuu 1";"Yksiöt";"Vapaarahoitteinen";3995;17.99
"2022";"Joensuu 1";"Kaksiot";"Vapaarahoitteinen";2101;13.78
"2022";"Joensuu 1";"Kolmiot+";"Vapaarahoitteinen";274;11.71
"2022";"Joensuu 2";"Yksiöt";"Vapaarahoitteinen";1031;15.45
"2022";"Joensuu 2";"Kaksiot";"Vapaarahoitteinen";1078;12.05
"2022";"Joensuu 2";"Kolmiot+";"Vapaarahoitteinen";355;10.41
"2022";"Keski-Suomi";"Yksiöt";"Vapaarahoitteinen";10886;17.20
"2022";"Keski-Suomi";"Kaksiot";"Vapaarahoitteinen";11304;12.86
"2022";"Keski-Suomi";"Kolmiot+";"Vapaarahoitteinen";3774;11.40
"2022";"Jyväskylä";"Yksiöt";"Vapaarahoitteinen";9173;18.45
"2022";"Jyväskylä";"Kaksiot";"Vapaarahoitteinen";9667;13.70
"2022";"Jyväskylä";"Kolmiot+";"Vapaarahoitteinen";3237;12.12
"2022";"Jyväskylä 1";"Yksiöt";"Vapaarahoitteinen";6159;19.45
"2022";"Jyväskylä 1";"Kaksiot";"Vapaarahoitteinen";5889;14.55
"2022";"Jyväskylä 1";"Kolmiot+";"Vapaarahoitteinen";1723;12.82
"2022";"Jyväskylä 2";"Yksiöt";"Vapaarahoitteinen";3014;16.36
"2022";"Jyväskylä 2";"Kaksiot";"Vapaarahoitteinen";3778;12.46
"2022";"Jyväskylä 2";"Kolmiot+";"Vapaarahoitteinen";1514;11.47
"2022";"Etelä-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2844;13.98
"2022";"Etelä-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3648;11.22
"2022";"Etelä-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1318;9.92
"2022";"Seinäjoki";"Yksiöt";"Vapaarahoitteinen";2126;15.36
"2022";"Seinäjoki";"Kaksiot";"Vapaarahoitteinen";2316;12.17
"2022";"Seinäjoki";"Kolmiot+";"Vapaarahoitteinen";799;10.59
"2022";"Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";3887;15.09
"2022";"Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3470;11.38
"2022";"Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1011;9.80
"2022";"Vaasa";"Yksiöt";"Vapaarahoitteinen";3356;15.93
"2022";"Vaasa";"Kaksiot";"Vapaarahoitteinen";2684;12.13
"2022";"Vaasa";"Kolmiot+";"Vapaarahoitteinen";616;10.21
"2022";"Vaasa 1";"Yksiöt";"Vapaarahoitteinen";2859;16.49
"2022";"Vaasa 1";"Kaksiot";"Vapaarahoitteinen";2219;12.68
"2022";"Vaasa 1";"Kolmiot+";"Vapaarahoitteinen";383;10.43
"2022";"Vaasa 2";"Yksiöt";"Vapaarahoitteinen";497;13.65
"2022";"Vaasa 2";"Kaksiot";"Vapaarahoitteinen";465;10.20
"2022";"Vaasa 2";"Kolmiot+";"Vapaarahoitteinen";233;9.86
"2022";"Keski-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";854;15.26
"2022";"Keski-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";1019;11.24
"2022";"Keski-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";343;9.54
"2022";"Kokkola";"Yksiöt";"Vapaarahoitteinen";771;15.81
"2022";"Kokkola";"Kaksiot";"Vapaarahoitteinen";857;11.68
"2022";"Kokkola";"Kolmiot+";"Vapaarahoitteinen";298;9.76
"2022";"Pohjois-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";14674;16.44
"2022";"Pohjois-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";13463;12.76
"2022";"Pohjois-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";4527;11.42
"2022";"Oulu";"Yksiöt";"Vapaarahoitteinen";12974;17.05
"2022";"Oulu";"Kaksiot";"Vapaarahoitteinen";11293;13.28
"2022";"Oulu";"Kolmiot+";"Vapaarahoitteinen";3629;11.87
"2022";"Oulu 1";"Yksiöt";"Vapaarahoitteinen";5917;17.72
"2022";"Oulu 1";"Kaksiot";"Vapaarahoitteinen";5383;14.07
"2022";"Oulu 1";"Kolmiot+";"Vapaarahoitteinen";1465;12.90
"2022";"Oulu 2";"Yksiöt";"Vapaarahoitteinen";7057;16.45
"2022";"Oulu 2";"Kaksiot";"Vapaarahoitteinen";5910;12.67
"2022";"Oulu 2";"Kolmiot+";"Vapaarahoitteinen";2164;11.24
"2022";"Kainuu";"Yksiöt";"Vapaarahoitteinen";1642;14.55
"2022";"Kainuu";"Kaksiot";"Vapaarahoitteinen";1278;11.23
"2022";"Kainuu";"Kolmiot+";"Vapaarahoitteinen";427;9.72
"2022";"Kajaani";"Yksiöt";"Vapaarahoitteinen";1399;15.46
"2022";"Kajaani";"Kaksiot";"Vapaarahoitteinen";983;11.88
"2022";"Kajaani";"Kolmiot+";"Vapaarahoitteinen";304;10.13
"2022";"Lappi";"Yksiöt";"Vapaarahoitteinen";4089;16.01
"2022";"Lappi";"Kaksiot";"Vapaarahoitteinen";4147;12.53
"2022";"Lappi";"Kolmiot+";"Vapaarahoitteinen";1295;10.81
"2022";"Rovaniemi";"Yksiöt";"Vapaarahoitteinen";2877;17.26
"2022";"Rovaniemi";"Kaksiot";"Vapaarahoitteinen";2687;13.63
"2022";"Rovaniemi";"Kolmiot+";"Vapaarahoitteinen";769;11.87
