"Vuosi";"Alue";"Rahoitusmuoto";"Luokka";"Neliövuokra, euroa/m2/kk";"Lukumäärä"
"2014";"Oulu 2";"Vapaarahoitteinen";"3h+";9.34;917
"2014";"Kajaani";"Vapaarahoitteinen";"1h";13.61;437
"2014";"Kajaani";"Vapaarahoitteinen";"2h";10.72;434
"2014";"Kajaani";"Vapaarahoitteinen";"3h+";9.30;163
"2014";"Rovaniemi";"Vapaarahoitteinen";"1h";14.05;974
"2014";"Rovaniemi";"Vapaarahoitteinen";"2h";11.21;1121
"2014";"Rovaniemi";"Vapaarahoitteinen";"3h+";9.67;467
"2014";"Yli 100 000 asukasta";"Vapaarahoitteinen";"1h";16.72;30883
"2014";"Yli 100 000 asukasta";"Vapaarahoitteinen";"2h";13.01;27190
"2014";"Yli 100 000 asukasta";"Vapaarahoitteinen";"3h+";11.65;10187
"2014";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"1h";13.35;7151
"2014";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"2h";10.60;7582
"2014";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"3h+";9.31;2951
"2014";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"1h";12.52;11773
"2014";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"2h";10.28;12677
"2014";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"3h+";9.12;5441
"2014";"Alle 20 000 asukasta";"Vapaarahoitteinen";"1h";10.26;7918
"2014";"Alle 20 000 asukasta";"Vapaarahoitteinen";"2h";8.81;9882
"2014";"Alle 20 000 asukasta";"Vapaarahoitteinen";"3h+";7.93;5153
"2015";"Koko maa";"Vapaarahoitteinen";"1h";16.77;58293
"2015";"Koko maa";"Vapaarahoitteinen";"2h";12.63;59999
"2015";"Koko maa";"Vapaarahoitteinen";"3h+";11.13;25002
"2015";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"1h";21.79;14863
"2015";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"2h";16.54;12201
"2015";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"3h+";14.39;5517
"2015";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"1h";13.87;43430
"2015";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"2h";10.98;47798
"2015";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"3h+";9.52;19485
"2015";"Etelä-Suomi";"Vapaarahoitteinen";"1h";18.60;31555
"2015";"Etelä-Suomi";"Vapaarahoitteinen";"2h";14.00;28797
"2015";"Etelä-Suomi";"Vapaarahoitteinen";"3h+";12.39;12377
"2015";"Länsi-Suomi";"Vapaarahoitteinen";"1h";14.19;14465
"2015";"Länsi-Suomi";"Vapaarahoitteinen";"2h";11.08;16341
"2015";"Länsi-Suomi";"Vapaarahoitteinen";"3h+";9.45;6599
"2015";"Itä-Suomi";"Vapaarahoitteinen";"1h";13.38;6317
"2015";"Itä-Suomi";"Vapaarahoitteinen";"2h";10.60;7296
"2015";"Itä-Suomi";"Vapaarahoitteinen";"3h+";9.24;2780
"2015";"Pohjois-Suomi";"Vapaarahoitteinen";"1h";13.25;5956
"2015";"Pohjois-Suomi";"Vapaarahoitteinen";"2h";10.60;7565
"2015";"Pohjois-Suomi";"Vapaarahoitteinen";"3h+";9.15;3246
"2015";"Uudenmaan maakunta";"Vapaarahoitteinen";"1h";20.78;18528
"2015";"Uudenmaan maakunta";"Vapaarahoitteinen";"2h";15.68;16339
"2015";"Uudenmaan maakunta";"Vapaarahoitteinen";"3h+";13.62;7487
"2015";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"1h";14.34;5832
"2015";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"2h";11.04;5035
"2015";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"3h+";9.53;2012
"2015";"Satakunnan maakunta";"Vapaarahoitteinen";"1h";12.22;2032
"2015";"Satakunnan maakunta";"Vapaarahoitteinen";"2h";9.53;2627
"2015";"Satakunnan maakunta";"Vapaarahoitteinen";"3h+";8.25;1171
"2015";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"1h";13.27;1330
"2015";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"2h";10.97;1425
"2015";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.63;566
"2015";"Pirkanmaan maakunta";"Vapaarahoitteinen";"1h";15.22;7181
"2015";"Pirkanmaan maakunta";"Vapaarahoitteinen";"2h";11.98;6661
"2015";"Pirkanmaan maakunta";"Vapaarahoitteinen";"3h+";10.19;2680
"2015";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"1h";14.13;2802
"2015";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.21;2812
"2015";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.71;1047
"2015";"Kymenlaakson maakunta";"Vapaarahoitteinen";"1h";12.66;2053
"2015";"Kymenlaakson maakunta";"Vapaarahoitteinen";"2h";10.11;2177
"2015";"Kymenlaakson maakunta";"Vapaarahoitteinen";"3h+";9.15;833
"2015";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"1h";13.46;1010
"2015";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"2h";10.78;1009
"2015";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.52;432
"2015";"Etelä-Savon maakunta";"Vapaarahoitteinen";"1h";12.69;1348
"2015";"Etelä-Savon maakunta";"Vapaarahoitteinen";"2h";10.06;1443
"2015";"Etelä-Savon maakunta";"Vapaarahoitteinen";"3h+";9.00;640
"2015";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"1h";13.74;2593
"2015";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"2h";11.07;3120
"2015";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"3h+";9.54;1031
"2015";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"1h";13.62;1755
"2015";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"2h";10.49;2004
"2015";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.12;774
"2015";"Keski-Suomen maakunta";"Vapaarahoitteinen";"1h";14.30;2980
"2015";"Keski-Suomen maakunta";"Vapaarahoitteinen";"2h";11.36;3938
"2015";"Keski-Suomen maakunta";"Vapaarahoitteinen";"3h+";9.90;1361
"2015";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";11.94;1057
"2015";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.13;1601
"2015";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.83;708
"2015";"Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.44;1215
"2015";"Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.30;1514
"2015";"Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.69;679
"2015";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";12.50;243
"2015";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.22;417
"2015";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.34;209
"2015";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.39;3914
"2015";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.82;4808
"2015";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.49;2015
"2015";"Kainuun maakunta";"Vapaarahoitteinen";"1h";12.77;621
"2015";"Kainuun maakunta";"Vapaarahoitteinen";"2h";10.04;729
"2015";"Kainuun maakunta";"Vapaarahoitteinen";"3h+";8.97;335
"2015";"Lapin maakunta";"Vapaarahoitteinen";"1h";13.09;1799
"2015";"Lapin maakunta";"Vapaarahoitteinen";"2h";10.22;2340
"2015";"Lapin maakunta";"Vapaarahoitteinen";"3h+";8.77;1022
"2015";"Helsinki";"Vapaarahoitteinen";"1h";22.54;11191
"2015";"Helsinki";"Vapaarahoitteinen";"2h";17.01;7710
"2015";"Helsinki";"Vapaarahoitteinen";"3h+";14.86;3129
"2015";"Helsinki 1";"Vapaarahoitteinen";"1h";24.52;1728
"2015";"Helsinki 1";"Vapaarahoitteinen";"2h";18.60;993
"2015";"Helsinki 1";"Vapaarahoitteinen";"3h+";16.09;401
"2015";"Helsinki 2";"Vapaarahoitteinen";"1h";23.16;5313
"2015";"Helsinki 2";"Vapaarahoitteinen";"2h";17.80;3016
"2015";"Helsinki 2";"Vapaarahoitteinen";"3h+";15.44;765
"2015";"Helsinki 3";"Vapaarahoitteinen";"1h";20.28;1191
"2015";"Helsinki 3";"Vapaarahoitteinen";"2h";15.36;1128
"2015";"Helsinki 3";"Vapaarahoitteinen";"3h+";13.08;457
"2015";"Helsinki 4";"Vapaarahoitteinen";"1h";17.97;2959
"2015";"Helsinki 4";"Vapaarahoitteinen";"2h";14.95;2573
"2015";"Helsinki 4";"Vapaarahoitteinen";"3h+";13.79;1506
"2015";"Espoo-Kauniainen";"Vapaarahoitteinen";"1h";18.85;1710
"2015";"Espoo-Kauniainen";"Vapaarahoitteinen";"2h";15.81;2142
"2015";"Espoo-Kauniainen";"Vapaarahoitteinen";"3h+";13.72;1100
"2015";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"1h";20.73;312
"2015";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"2h";16.21;305
"2015";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"3h+";13.80;146
"2015";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"1h";19.10;536
"2015";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"2h";16.46;857
"2015";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"3h+";14.74;360
"2015";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"1h";17.54;862
"2015";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"2h";14.79;980
"2015";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"3h+";12.67;594
"2015";"Vantaa";"Vapaarahoitteinen";"1h";17.68;1962
"2015";"Vantaa";"Vapaarahoitteinen";"2h";14.98;2349
"2015";"Vantaa";"Vapaarahoitteinen";"3h+";13.31;1288
"2015";"Vantaa 1";"Vapaarahoitteinen";"1h";18.49;357
"2015";"Vantaa 1";"Vapaarahoitteinen";"2h";15.76;559
"2015";"Vantaa 1";"Vapaarahoitteinen";"3h+";13.78;295
"2015";"Vantaa 2";"Vapaarahoitteinen";"1h";17.41;1605
"2015";"Vantaa 2";"Vapaarahoitteinen";"2h";14.59;1790
"2015";"Vantaa 2";"Vapaarahoitteinen";"3h+";13.05;993
"2015";"Kehyskunnat";"Vapaarahoitteinen";"1h";15.08;2211
"2015";"Kehyskunnat";"Vapaarahoitteinen";"2h";12.68;2403
"2015";"Kehyskunnat";"Vapaarahoitteinen";"3h+";11.10;1128
"2015";"Porvoo";"Vapaarahoitteinen";"1h";14.83;471
"2015";"Porvoo";"Vapaarahoitteinen";"2h";12.19;412
"2015";"Porvoo";"Vapaarahoitteinen";"3h+";10.43;199
"2015";"Tampere";"Vapaarahoitteinen";"1h";16.18;5553
"2015";"Tampere";"Vapaarahoitteinen";"2h";12.91;4825
"2015";"Tampere";"Vapaarahoitteinen";"3h+";11.15;1760
"2015";"Tampere 1";"Vapaarahoitteinen";"1h";16.99;2625
"2015";"Tampere 1";"Vapaarahoitteinen";"2h";13.37;1830
"2015";"Tampere 1";"Vapaarahoitteinen";"3h+";11.55;489
"2015";"Tampere 2";"Vapaarahoitteinen";"1h";14.63;862
"2015";"Tampere 2";"Vapaarahoitteinen";"2h";13.06;878
"2015";"Tampere 2";"Vapaarahoitteinen";"3h+";10.91;326
"2015";"Tampere 3";"Vapaarahoitteinen";"1h";14.96;2066
"2015";"Tampere 3";"Vapaarahoitteinen";"2h";11.96;2117
"2015";"Tampere 3";"Vapaarahoitteinen";"3h+";10.73;945
"2015";"Turku";"Vapaarahoitteinen";"1h";15.35;4595
"2015";"Turku";"Vapaarahoitteinen";"2h";11.89;3519
"2015";"Turku";"Vapaarahoitteinen";"3h+";10.35;1292
"2015";"Turku 1";"Vapaarahoitteinen";"1h";16.05;2576
"2015";"Turku 1";"Vapaarahoitteinen";"2h";12.66;1806
"2015";"Turku 1";"Vapaarahoitteinen";"3h+";11.07;510
"2015";"Turku 2";"Vapaarahoitteinen";"1h";14.96;672
"2015";"Turku 2";"Vapaarahoitteinen";"2h";11.78;427
"2015";"Turku 2";"Vapaarahoitteinen";"3h+";9.86;110
"2015";"Turku 3";"Vapaarahoitteinen";"1h";13.78;1347
"2015";"Turku 3";"Vapaarahoitteinen";"2h";10.45;1286
"2015";"Turku 3";"Vapaarahoitteinen";"3h+";9.56;672
"2015";"Pori";"Vapaarahoitteinen";"1h";13.12;1160
"2015";"Pori";"Vapaarahoitteinen";"2h";10.14;1396
"2015";"Pori";"Vapaarahoitteinen";"3h+";8.89;550
"2015";"Pori 1";"Vapaarahoitteinen";"1h";13.97;619
"2015";"Pori 1";"Vapaarahoitteinen";"2h";10.94;676
"2015";"Pori 1";"Vapaarahoitteinen";"3h+";9.39;237
"2015";"Pori 2";"Vapaarahoitteinen";"1h";11.72;541
"2015";"Pori 2";"Vapaarahoitteinen";"2h";9.18;720
"2015";"Pori 2";"Vapaarahoitteinen";"3h+";8.40;313
"2015";"Rauma";"Vapaarahoitteinen";"1h";11.90;459
"2015";"Rauma";"Vapaarahoitteinen";"2h";9.60;617
"2015";"Rauma";"Vapaarahoitteinen";"3h+";8.61;285
"2015";"Lappeenranta";"Vapaarahoitteinen";"1h";14.52;576
"2015";"Lappeenranta";"Vapaarahoitteinen";"2h";11.59;606
"2015";"Lappeenranta";"Vapaarahoitteinen";"3h+";10.23;228
"2015";"Lappeenranta 1";"Vapaarahoitteinen";"1h";15.58;285
"2015";"Lappeenranta 1";"Vapaarahoitteinen";"2h";12.64;201
"2015";"Lappeenranta 1";"Vapaarahoitteinen";"3h+";10.79;44
"2015";"Lappeenranta 2";"Vapaarahoitteinen";"1h";12.72;291
"2015";"Lappeenranta 2";"Vapaarahoitteinen";"2h";10.47;405
"2015";"Lappeenranta 2";"Vapaarahoitteinen";"3h+";9.76;184
"2015";"Kotka";"Vapaarahoitteinen";"1h";13.26;888
"2015";"Kotka";"Vapaarahoitteinen";"2h";10.51;894
"2015";"Kotka";"Vapaarahoitteinen";"3h+";9.43;309
"2015";"Kotka 1";"Vapaarahoitteinen";"1h";14.72;389
"2015";"Kotka 1";"Vapaarahoitteinen";"2h";11.65;342
"2015";"Kotka 1";"Vapaarahoitteinen";"3h+";9.95;84
"2015";"Kotka 2";"Vapaarahoitteinen";"1h";11.91;499
"2015";"Kotka 2";"Vapaarahoitteinen";"2h";9.47;552
"2015";"Kotka 2";"Vapaarahoitteinen";"3h+";9.06;225
"2015";"Kouvola";"Vapaarahoitteinen";"1h";12.27;987
"2015";"Kouvola";"Vapaarahoitteinen";"2h";9.94;1047
"2015";"Kouvola";"Vapaarahoitteinen";"3h+";9.06;402
"2015";"Lahti";"Vapaarahoitteinen";"1h";15.20;2043
"2015";"Lahti";"Vapaarahoitteinen";"2h";11.98;1977
"2015";"Lahti";"Vapaarahoitteinen";"3h+";10.47;637
"2015";"Lahti 1";"Vapaarahoitteinen";"1h";15.88;961
"2015";"Lahti 1";"Vapaarahoitteinen";"2h";12.59;740
"2015";"Lahti 1";"Vapaarahoitteinen";"3h+";10.70;254
"2015";"Lahti 2";"Vapaarahoitteinen";"1h";14.40;1082
"2015";"Lahti 2";"Vapaarahoitteinen";"2h";11.34;1237
"2015";"Lahti 2";"Vapaarahoitteinen";"3h+";10.20;383
"2015";"Hämeenlinna";"Vapaarahoitteinen";"1h";14.64;734
"2015";"Hämeenlinna";"Vapaarahoitteinen";"2h";11.89;801
"2015";"Hämeenlinna";"Vapaarahoitteinen";"3h+";10.52;316
"2015";"Hämeenlinna 1";"Vapaarahoitteinen";"1h";15.54;456
"2015";"Hämeenlinna 1";"Vapaarahoitteinen";"2h";12.71;427
"2015";"Hämeenlinna 1";"Vapaarahoitteinen";"3h+";11.23;101
"2015";"Hämeenlinna 2";"Vapaarahoitteinen";"1h";12.93;278
"2015";"Hämeenlinna 2";"Vapaarahoitteinen";"2h";10.73;374
"2015";"Hämeenlinna 2";"Vapaarahoitteinen";"3h+";9.93;215
"2015";"Kuopio";"Vapaarahoitteinen";"1h";15.64;1665
"2015";"Kuopio";"Vapaarahoitteinen";"2h";12.42;1947
"2015";"Kuopio";"Vapaarahoitteinen";"3h+";10.75;525
"2015";"Kuopio 1";"Vapaarahoitteinen";"1h";17.17;870
"2015";"Kuopio 1";"Vapaarahoitteinen";"2h";13.56;848
"2015";"Kuopio 1";"Vapaarahoitteinen";"3h+";11.78;188
"2015";"Kuopio 2";"Vapaarahoitteinen";"1h";13.81;748
"2015";"Kuopio 2";"Vapaarahoitteinen";"2h";11.76;1032
"2015";"Kuopio 2";"Vapaarahoitteinen";"3h+";10.37;312
"2015";"Kuopio 3";"Vapaarahoitteinen";"1h";10.70;47
"2015";"Kuopio 3";"Vapaarahoitteinen";"2h";9.12;67
"2015";"Kuopio 3";"Vapaarahoitteinen";"3h+";8.48;25
"2015";"Jyväskylä";"Vapaarahoitteinen";"1h";15.98;2206
"2015";"Jyväskylä";"Vapaarahoitteinen";"2h";12.40;2962
"2015";"Jyväskylä";"Vapaarahoitteinen";"3h+";11.02;988
"2015";"Jyväskylä 1";"Vapaarahoitteinen";"1h";16.93;1282
"2015";"Jyväskylä 1";"Vapaarahoitteinen";"2h";13.07;1612
"2015";"Jyväskylä 1";"Vapaarahoitteinen";"3h+";11.71;397
"2015";"Jyväskylä 2";"Vapaarahoitteinen";"1h";13.98;924
"2015";"Jyväskylä 2";"Vapaarahoitteinen";"2h";11.25;1350
"2015";"Jyväskylä 2";"Vapaarahoitteinen";"3h+";10.23;591
"2015";"Vaasa";"Vapaarahoitteinen";"1h";14.52;876
"2015";"Vaasa";"Vapaarahoitteinen";"2h";11.23;997
"2015";"Vaasa";"Vapaarahoitteinen";"3h+";9.50;361
"2015";"Vaasa 1";"Vapaarahoitteinen";"1h";15.10;655
"2015";"Vaasa 1";"Vapaarahoitteinen";"2h";11.60;732
"2015";"Vaasa 1";"Vapaarahoitteinen";"3h+";9.62;244
"2015";"Vaasa 2";"Vapaarahoitteinen";"1h";12.50;221
"2015";"Vaasa 2";"Vapaarahoitteinen";"2h";10.17;265
"2015";"Vaasa 2";"Vapaarahoitteinen";"3h+";9.28;117
"2015";"Seinäjoki";"Vapaarahoitteinen";"1h";13.77;652
"2015";"Seinäjoki";"Vapaarahoitteinen";"2h";11.23;850
"2015";"Seinäjoki";"Vapaarahoitteinen";"3h+";9.65;346
"2015";"Kokkola";"Vapaarahoitteinen";"1h";13.35;213
"2015";"Kokkola";"Vapaarahoitteinen";"2h";10.58;345
"2015";"Kokkola";"Vapaarahoitteinen";"3h+";8.65;162
"2015";"Mikkeli";"Vapaarahoitteinen";"1h";14.42;586
"2015";"Mikkeli";"Vapaarahoitteinen";"2h";11.21;625
"2015";"Mikkeli";"Vapaarahoitteinen";"3h+";9.90;303
"2015";"Mikkeli 1";"Vapaarahoitteinen";"1h";14.84;452
"2015";"Mikkeli 1";"Vapaarahoitteinen";"2h";11.64;447
"2015";"Mikkeli 1";"Vapaarahoitteinen";"3h+";10.32;204
"2015";"Mikkeli 2";"Vapaarahoitteinen";"1h";12.92;134
"2015";"Mikkeli 2";"Vapaarahoitteinen";"2h";9.93;178
"2015";"Mikkeli 2";"Vapaarahoitteinen";"3h+";9.19;99
"2015";"Joensuu";"Vapaarahoitteinen";"1h";15.22;1306
"2015";"Joensuu";"Vapaarahoitteinen";"2h";11.74;1390
"2015";"Joensuu";"Vapaarahoitteinen";"3h+";10.16;491
"2015";"Joensuu 1";"Vapaarahoitteinen";"1h";16.02;946
"2015";"Joensuu 1";"Vapaarahoitteinen";"2h";12.39;849
"2015";"Joensuu 1";"Vapaarahoitteinen";"3h+";10.83;256
"2015";"Joensuu 2";"Vapaarahoitteinen";"1h";13.44;319
"2015";"Joensuu 2";"Vapaarahoitteinen";"2h";11.45;430
"2015";"Joensuu 2";"Vapaarahoitteinen";"3h+";9.92;189
"2015";"Joensuu 3";"Vapaarahoitteinen";"1h";10.04;41
"2015";"Joensuu 3";"Vapaarahoitteinen";"2h";8.69;111
"2015";"Joensuu 3";"Vapaarahoitteinen";"3h+";8.06;46
"2015";"Oulu";"Vapaarahoitteinen";"1h";14.32;2922
"2015";"Oulu";"Vapaarahoitteinen";"2h";11.37;3534
"2015";"Oulu";"Vapaarahoitteinen";"3h+";10.11;1329
"2015";"Oulu 1";"Vapaarahoitteinen";"1h";15.21;1250
"2015";"Oulu 1";"Vapaarahoitteinen";"2h";12.36;1413
"2015";"Oulu 1";"Vapaarahoitteinen";"3h+";11.16;380
"2015";"Oulu 2";"Vapaarahoitteinen";"1h";13.41;1672
"2015";"Oulu 2";"Vapaarahoitteinen";"2h";10.52;2121
"2015";"Oulu 2";"Vapaarahoitteinen";"3h+";9.48;949
"2015";"Kajaani";"Vapaarahoitteinen";"1h";13.96;422
"2015";"Kajaani";"Vapaarahoitteinen";"2h";10.94;440
"2015";"Kajaani";"Vapaarahoitteinen";"3h+";9.92;149
"2015";"Rovaniemi";"Vapaarahoitteinen";"1h";14.42;1026
"2015";"Rovaniemi";"Vapaarahoitteinen";"2h";11.31;1264
"2015";"Rovaniemi";"Vapaarahoitteinen";"3h+";9.78;510
"2015";"Yli 100 000 asukasta";"Vapaarahoitteinen";"1h";17.46;33713
"2015";"Yli 100 000 asukasta";"Vapaarahoitteinen";"2h";13.50;30799
"2015";"Yli 100 000 asukasta";"Vapaarahoitteinen";"3h+";12.08;11960
"2015";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"1h";13.91;6642
"2015";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"2h";10.94;7461
"2015";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"3h+";9.56;2855
"2015";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"1h";13.03;11296
"2015";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"2h";10.63;12780
"2015";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"3h+";9.53;5582
"2015";"Alle 20 000 asukasta";"Vapaarahoitteinen";"1h";10.75;6461
"2015";"Alle 20 000 asukasta";"Vapaarahoitteinen";"2h";9.13;8697
"2015";"Alle 20 000 asukasta";"Vapaarahoitteinen";"3h+";8.15;4504
"2016";"Koko maa";"Vapaarahoitteinen";"1h";17.17;61746
"2016";"Koko maa";"Vapaarahoitteinen";"2h";12.92;64038
"2016";"Koko maa";"Vapaarahoitteinen";"3h+";11.49;26592
"2016";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"1h";22.38;15969
"2016";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"2h";17.07;13386
"2016";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"3h+";15.06;6167
"2016";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"1h";14.16;45777
"2016";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"2h";11.17;50652
"2016";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"3h+";9.74;20425
"2016";"Etelä-Suomi";"Vapaarahoitteinen";"1h";19.07;33376
"2016";"Etelä-Suomi";"Vapaarahoitteinen";"2h";14.37;30967
"2016";"Etelä-Suomi";"Vapaarahoitteinen";"3h+";12.88;13318
"2016";"Länsi-Suomi";"Vapaarahoitteinen";"1h";14.50;15212
"2016";"Länsi-Suomi";"Vapaarahoitteinen";"2h";11.25;17328
"2016";"Länsi-Suomi";"Vapaarahoitteinen";"3h+";9.73;6891
"2016";"Itä-Suomi";"Vapaarahoitteinen";"1h";13.64;6692
"2016";"Itä-Suomi";"Vapaarahoitteinen";"2h";10.84;7668
"2016";"Itä-Suomi";"Vapaarahoitteinen";"3h+";9.28;2903
"2016";"Pohjois-Suomi";"Vapaarahoitteinen";"1h";13.52;6466
"2016";"Pohjois-Suomi";"Vapaarahoitteinen";"2h";10.78;8075
"2016";"Pohjois-Suomi";"Vapaarahoitteinen";"3h+";9.28;3480
"2016";"Uudenmaan maakunta";"Vapaarahoitteinen";"1h";21.36;19735
"2016";"Uudenmaan maakunta";"Vapaarahoitteinen";"2h";16.15;17762
"2016";"Uudenmaan maakunta";"Vapaarahoitteinen";"3h+";14.23;8113
"2016";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"1h";14.64;6149
"2016";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"2h";11.24;5328
"2016";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"3h+";9.88;2127
"2016";"Satakunnan maakunta";"Vapaarahoitteinen";"1h";12.39;2134
"2016";"Satakunnan maakunta";"Vapaarahoitteinen";"2h";9.65;2833
"2016";"Satakunnan maakunta";"Vapaarahoitteinen";"3h+";8.45;1230
"2016";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"1h";13.47;1398
"2016";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.12;1454
"2016";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.86;625
"2016";"Pirkanmaan maakunta";"Vapaarahoitteinen";"1h";15.61;7660
"2016";"Pirkanmaan maakunta";"Vapaarahoitteinen";"2h";12.14;7130
"2016";"Pirkanmaan maakunta";"Vapaarahoitteinen";"3h+";10.59;2788
"2016";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"1h";14.40;2887
"2016";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.43;3019
"2016";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"3h+";10.03;1094
"2016";"Kymenlaakson maakunta";"Vapaarahoitteinen";"1h";12.77;2138
"2016";"Kymenlaakson maakunta";"Vapaarahoitteinen";"2h";10.21;2305
"2016";"Kymenlaakson maakunta";"Vapaarahoitteinen";"3h+";9.17;916
"2016";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"1h";13.62;1069
"2016";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"2h";11.03;1099
"2016";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.52;443
"2016";"Etelä-Savon maakunta";"Vapaarahoitteinen";"1h";12.90;1392
"2016";"Etelä-Savon maakunta";"Vapaarahoitteinen";"2h";10.25;1576
"2016";"Etelä-Savon maakunta";"Vapaarahoitteinen";"3h+";9.02;588
"2016";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"1h";14.05;2731
"2016";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"2h";11.38;3275
"2016";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"3h+";9.62;1119
"2016";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"1h";13.91;1909
"2016";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"2h";10.66;2080
"2016";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.17;832
"2016";"Keski-Suomen maakunta";"Vapaarahoitteinen";"1h";14.55;3073
"2016";"Keski-Suomen maakunta";"Vapaarahoitteinen";"2h";11.58;4001
"2016";"Keski-Suomen maakunta";"Vapaarahoitteinen";"3h+";10.09;1405
"2016";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";12.13;1045
"2016";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.22;1767
"2016";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.00;752
"2016";"Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.72;1300
