"Vuosi";"Alue";"Talotyyppi";"Neliöhinta (EUR/m2)";"Kauppojen lukumäärä, varainsiirtoverotiedot vuoteen 2019 asti";"Kauppojen lukumäärä, varainsiirtoverotiedot vuodesta 2020 alkaen"
"2015";"Päijät-Häme";"Kerrostalo kolmiot+";1677;597;.
"2015";"Lahti";"Kerrostalo yksiöt";2146;279;.
"2015";"Lahti";"Kerrostalo kaksiot";1851;712;.
"2015";"Lahti";"Kerrostalo kolmiot+";1869;467;.
"2015";"Lahti 1";"Kerrostalo yksiöt";2740;110;.
"2015";"Lahti 1";"Kerrostalo kaksiot";2485;280;.
"2015";"Lahti 1";"Kerrostalo kolmiot+";2547;212;.
"2015";"Lahti 2";"Kerrostalo yksiöt";1613;169;.
"2015";"Lahti 2";"Kerrostalo kaksiot";1440;432;.
"2015";"Lahti 2";"Kerrostalo kolmiot+";1390;255;.
"2015";"Kymenlaakso";"Kerrostalo yksiöt";1165;286;.
"2015";"Kymenlaakso";"Kerrostalo kaksiot";1195;614;.
"2015";"Kymenlaakso";"Kerrostalo kolmiot+";1262;314;.
"2015";"Kotka";"Kerrostalo yksiöt";1239;108;.
"2015";"Kotka";"Kerrostalo kaksiot";1241;258;.
"2015";"Kotka";"Kerrostalo kolmiot+";1347;140;.
"2015";"Kotka 1";"Kerrostalo yksiöt";1582;51;.
"2015";"Kotka 1";"Kerrostalo kaksiot";1498;149;.
"2015";"Kotka 1";"Kerrostalo kolmiot+";1691;79;.
"2015";"Kotka 2";"Kerrostalo yksiöt";946;57;.
"2015";"Kotka 2";"Kerrostalo kaksiot";1009;109;.
"2015";"Kotka 2";"Kerrostalo kolmiot+";984;61;.
"2015";"Kouvola";"Kerrostalo yksiöt";1129;152;.
"2015";"Kouvola";"Kerrostalo kaksiot";1183;301;.
"2015";"Kouvola";"Kerrostalo kolmiot+";1210;144;.
"2015";"Etelä-Karjala";"Kerrostalo yksiöt";1666;193;.
"2015";"Etelä-Karjala";"Kerrostalo kaksiot";1600;374;.
"2015";"Etelä-Karjala";"Kerrostalo kolmiot+";1586;214;.
"2015";"Lappeenranta";"Kerrostalo yksiöt";2051;121;.
"2015";"Lappeenranta";"Kerrostalo kaksiot";1858;248;.
"2015";"Lappeenranta";"Kerrostalo kolmiot+";1826;160;.
"2015";"Lappeenranta 1";"Kerrostalo yksiöt";2459;67;.
"2015";"Lappeenranta 1";"Kerrostalo kaksiot";2354;142;.
"2015";"Lappeenranta 1";"Kerrostalo kolmiot+";2360;89;.
"2015";"Lappeenranta 2";"Kerrostalo yksiöt";1428;54;.
"2015";"Lappeenranta 2";"Kerrostalo kaksiot";1266;106;.
"2015";"Lappeenranta 2";"Kerrostalo kolmiot+";1188;71;.
"2015";"Etelä-Savo";"Kerrostalo yksiöt";1592;176;.
"2015";"Etelä-Savo";"Kerrostalo kaksiot";1506;419;.
"2015";"Etelä-Savo";"Kerrostalo kolmiot+";1536;235;.
"2015";"Mikkeli";"Kerrostalo yksiöt";2054;68;.
"2015";"Mikkeli";"Kerrostalo kaksiot";1875;193;.
"2015";"Mikkeli";"Kerrostalo kolmiot+";1723;126;.
"2015";"Pohjois-Savo";"Kerrostalo yksiöt";1905;341;.
"2015";"Pohjois-Savo";"Kerrostalo kaksiot";1737;801;.
"2015";"Pohjois-Savo";"Kerrostalo kolmiot+";1790;463;.
"2015";"Kuopio";"Kerrostalo yksiöt";2553;217;.
"2015";"Kuopio";"Kerrostalo kaksiot";2083;547;.
"2015";"Kuopio";"Kerrostalo kolmiot+";2009;333;.
"2015";"Kuopio 1";"Kerrostalo yksiöt";2924;149;.
"2015";"Kuopio 1";"Kerrostalo kaksiot";2552;313;.
"2015";"Kuopio 1";"Kerrostalo kolmiot+";2557;187;.
"2015";"Kuopio 2";"Kerrostalo yksiöt";1928;68;.
"2015";"Kuopio 2";"Kerrostalo kaksiot";1605;234;.
"2015";"Kuopio 2";"Kerrostalo kolmiot+";1475;146;.
"2015";"Pohjois-Karjala";"Kerrostalo yksiöt";2117;178;.
"2015";"Pohjois-Karjala";"Kerrostalo kaksiot";1754;323;.
"2015";"Pohjois-Karjala";"Kerrostalo kolmiot+";1664;197;.
"2015";"Joensuu";"Kerrostalo yksiöt";2593;124;.
"2015";"Joensuu";"Kerrostalo kaksiot";2100;223;.
"2015";"Joensuu";"Kerrostalo kolmiot+";1883;147;.
"2015";"Joensuu 1";"Kerrostalo yksiöt";2685;99;.
"2015";"Joensuu 1";"Kerrostalo kaksiot";2232;161;.
"2015";"Joensuu 1";"Kerrostalo kolmiot+";2006;114;.
"2015";"Joensuu 2";"Kerrostalo yksiöt";2150;25;.
"2015";"Joensuu 2";"Kerrostalo kaksiot";1727;62;.
"2015";"Joensuu 2";"Kerrostalo kolmiot+";1460;33;.
"2015";"Keski-Suomi";"Kerrostalo yksiöt";1992;502;.
"2015";"Keski-Suomi";"Kerrostalo kaksiot";1750;1135;.
"2015";"Keski-Suomi";"Kerrostalo kolmiot+";1755;571;.
"2015";"Jyväskylä";"Kerrostalo yksiöt";2382;367;.
"2015";"Jyväskylä";"Kerrostalo kaksiot";1985;853;.
"2015";"Jyväskylä";"Kerrostalo kolmiot+";1950;441;.
"2015";"Jyväskylä 1";"Kerrostalo yksiöt";2987;123;.
"2015";"Jyväskylä 1";"Kerrostalo kaksiot";2570;307;.
"2015";"Jyväskylä 1";"Kerrostalo kolmiot+";2500;160;.
"2015";"Jyväskylä 2";"Kerrostalo yksiöt";1728;244;.
"2015";"Jyväskylä 2";"Kerrostalo kaksiot";1506;546;.
"2015";"Jyväskylä 2";"Kerrostalo kolmiot+";1540;281;.
"2015";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";1905;94;.
"2015";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1740;224;.
"2015";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1716;141;.
"2015";"Seinäjoki";"Kerrostalo yksiöt";2279;65;.
"2015";"Seinäjoki";"Kerrostalo kaksiot";2008;168;.
"2015";"Seinäjoki";"Kerrostalo kolmiot+";1832;105;.
"2015";"Pohjanmaa";"Kerrostalo yksiöt";2218;180;.
"2015";"Pohjanmaa";"Kerrostalo kaksiot";1797;412;.
"2015";"Pohjanmaa";"Kerrostalo kolmiot+";1779;363;.
"2015";"Vaasa";"Kerrostalo yksiöt";2530;134;.
"2015";"Vaasa";"Kerrostalo kaksiot";2041;301;.
"2015";"Vaasa";"Kerrostalo kolmiot+";1945;272;.
"2015";"Vaasa 1";"Kerrostalo yksiöt";2743;99;.
"2015";"Vaasa 1";"Kerrostalo kaksiot";2283;227;.
"2015";"Vaasa 1";"Kerrostalo kolmiot+";2190;181;.
"2015";"Vaasa 2";"Kerrostalo yksiöt";1742;35;.
"2015";"Vaasa 2";"Kerrostalo kaksiot";1328;74;.
"2015";"Vaasa 2";"Kerrostalo kolmiot+";1359;91;.
"2015";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2415;34;.
"2015";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1827;114;.
"2015";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1780;80;.
"2015";"Kokkola";"Kerrostalo yksiöt";2432;33;.
"2015";"Kokkola";"Kerrostalo kaksiot";1882;105;.
"2015";"Kokkola";"Kerrostalo kolmiot+";1805;75;.
"2015";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";2069;362;.
"2015";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1821;868;.
"2015";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";1788;564;.
"2015";"Oulu";"Kerrostalo yksiöt";2212;286;.
"2015";"Oulu";"Kerrostalo kaksiot";1907;726;.
"2015";"Oulu";"Kerrostalo kolmiot+";1839;494;.
"2015";"Oulu 1";"Kerrostalo yksiöt";2575;148;.
"2015";"Oulu 1";"Kerrostalo kaksiot";2302;321;.
"2015";"Oulu 1";"Kerrostalo kolmiot+";2221;237;.
"2015";"Oulu 2";"Kerrostalo yksiöt";1816;138;.
"2015";"Oulu 2";"Kerrostalo kaksiot";1542;405;.
"2015";"Oulu 2";"Kerrostalo kolmiot+";1489;257;.
"2015";"Kainuu";"Kerrostalo yksiöt";1505;89;.
"2015";"Kainuu";"Kerrostalo kaksiot";1374;172;.
"2015";"Kainuu";"Kerrostalo kolmiot+";1285;114;.
"2015";"Kajaani";"Kerrostalo yksiöt";1617;61;.
"2015";"Kajaani";"Kerrostalo kaksiot";1407;123;.
"2015";"Kajaani";"Kerrostalo kolmiot+";1304;93;.
"2015";"Lappi";"Kerrostalo yksiöt";1680;199;.
"2015";"Lappi";"Kerrostalo kaksiot";1383;430;.
"2015";"Lappi";"Kerrostalo kolmiot+";1394;262;.
"2015";"Rovaniemi";"Kerrostalo yksiöt";2088;113;.
"2015";"Rovaniemi";"Kerrostalo kaksiot";1595;259;.
"2015";"Rovaniemi";"Kerrostalo kolmiot+";1563;155;.
"2016";"Koko maa";"Kerrostalo yksiöt";3193;9050;.
"2016";"Koko maa";"Kerrostalo kaksiot";2439;19776;.
"2016";"Koko maa";"Kerrostalo kolmiot+";2516;14095;.
"2016";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";5214;2991;.
"2016";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";4040;6072;.
"2016";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";3790;5060;.
"2016";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2120;6056;.
"2016";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1777;13695;.
"2016";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1772;9022;.
"2016";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";4418;4556;.
"2016";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";3379;9592;.
"2016";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";3262;7724;.
"2016";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1803;4491;.
"2016";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1609;10175;.
"2016";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1631;6358;.
"2016";"Uusimaa";"Kerrostalo yksiöt";4817;3534;.
"2016";"Uusimaa";"Kerrostalo kaksiot";3655;7519;.
"2016";"Uusimaa";"Kerrostalo kolmiot+";3540;6059;.
"2016";"Helsinki";"Kerrostalo yksiöt";5660;2356;.
"2016";"Helsinki";"Kerrostalo kaksiot";4536;4136;.
"2016";"Helsinki";"Kerrostalo kolmiot+";4334;3249;.
"2016";"Helsinki 1";"Kerrostalo yksiöt";...;591;.
"2016";"Helsinki 1";"Kerrostalo kaksiot";6377;708;.
"2016";"Helsinki 1";"Kerrostalo kolmiot+";6302;615;.
"2016";"Helsinki 2";"Kerrostalo yksiöt";5699;1285;.
"2016";"Helsinki 2";"Kerrostalo kaksiot";5031;1773;.
"2016";"Helsinki 2";"Kerrostalo kolmiot+";4742;1219;.
"2016";"Helsinki 3";"Kerrostalo yksiöt";...;216;.
"2016";"Helsinki 3";"Kerrostalo kaksiot";3579;675;.
"2016";"Helsinki 3";"Kerrostalo kolmiot+";3301;557;.
"2016";"Helsinki 4";"Kerrostalo yksiöt";3820;264;.
"2016";"Helsinki 4";"Kerrostalo kaksiot";2777;980;.
"2016";"Helsinki 4";"Kerrostalo kolmiot+";2437;858;.
"2016";"Espoo-Kauniainen";"Kerrostalo yksiöt";4087;339;.
"2016";"Espoo-Kauniainen";"Kerrostalo kaksiot";3471;970;.
"2016";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3193;1061;.
"2016";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";4578;105;.
"2016";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";4221;258;.
"2016";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";3945;322;.
"2016";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4433;75;.
"2016";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";3613;308;.
"2016";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3458;269;.
"2016";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3549;159;.
"2016";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";2869;404;.
"2016";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2548;470;.
"2016";"Vantaa";"Kerrostalo yksiöt";3303;296;.
"2016";"Vantaa";"Kerrostalo kaksiot";2633;966;.
"2016";"Vantaa";"Kerrostalo kolmiot+";2306;750;.
"2016";"Vantaa 1";"Kerrostalo yksiöt";3989;55;.
"2016";"Vantaa 1";"Kerrostalo kaksiot";3429;241;.
"2016";"Vantaa 1";"Kerrostalo kolmiot+";3138;191;.
"2016";"Vantaa 2";"Kerrostalo yksiöt";3400;77;.
"2016";"Vantaa 2";"Kerrostalo kaksiot";2669;195;.
"2016";"Vantaa 2";"Kerrostalo kolmiot+";2347;159;.
"2016";"Vantaa 3";"Kerrostalo yksiöt";3061;164;.
"2016";"Vantaa 3";"Kerrostalo kaksiot";2337;530;.
"2016";"Vantaa 3";"Kerrostalo kolmiot+";2037;400;.
"2016";"Kehyskunnat";"Kerrostalo yksiöt";2388;393;.
"2016";"Kehyskunnat";"Kerrostalo kaksiot";2053;1109;.
"2016";"Kehyskunnat";"Kerrostalo kolmiot+";1984;754;.
"2016";"Porvoo";"Kerrostalo yksiöt";2918;71;.
"2016";"Porvoo";"Kerrostalo kaksiot";2556;172;.
"2016";"Porvoo";"Kerrostalo kolmiot+";2563;119;.
"2016";"Hyvinkää";"Kerrostalo yksiöt";2071;99;.
"2016";"Hyvinkää";"Kerrostalo kaksiot";1903;253;.
"2016";"Hyvinkää";"Kerrostalo kolmiot+";1761;141;.
"2016";"Järvenpää";"Kerrostalo yksiöt";3161;71;.
"2016";"Järvenpää";"Kerrostalo kaksiot";2311;155;.
"2016";"Järvenpää";"Kerrostalo kolmiot+";2252;94;.
"2016";"Kerava";"Kerrostalo yksiöt";2774;39;.
"2016";"Kerava";"Kerrostalo kaksiot";2364;192;.
"2016";"Kerava";"Kerrostalo kolmiot+";2272;145;.
"2016";"Varsinais-Suomi";"Kerrostalo yksiöt";2590;793;.
"2016";"Varsinais-Suomi";"Kerrostalo kaksiot";1940;1908;.
"2016";"Varsinais-Suomi";"Kerrostalo kolmiot+";1833;1444;.
"2016";"Turku";"Kerrostalo yksiöt";3008;515;.
"2016";"Turku";"Kerrostalo kaksiot";2216;1254;.
"2016";"Turku";"Kerrostalo kolmiot+";1990;1035;.
"2016";"Turku 1";"Kerrostalo yksiöt";3530;305;.
"2016";"Turku 1";"Kerrostalo kaksiot";2868;535;.
"2016";"Turku 1";"Kerrostalo kolmiot+";2806;408;.
"2016";"Turku 2";"Kerrostalo yksiöt";2616;83;.
"2016";"Turku 2";"Kerrostalo kaksiot";2021;244;.
"2016";"Turku 2";"Kerrostalo kolmiot+";1786;192;.
"2016";"Turku 3";"Kerrostalo yksiöt";1903;127;.
"2016";"Turku 3";"Kerrostalo kaksiot";1437;475;.
"2016";"Turku 3";"Kerrostalo kolmiot+";1300;435;.
"2016";"Satakunta";"Kerrostalo yksiöt";1504;313;.
"2016";"Satakunta";"Kerrostalo kaksiot";1317;641;.
"2016";"Satakunta";"Kerrostalo kolmiot+";1406;436;.
"2016";"Pori";"Kerrostalo yksiöt";1648;196;.
"2016";"Pori";"Kerrostalo kaksiot";1430;339;.
"2016";"Pori";"Kerrostalo kolmiot+";1513;269;.
"2016";"Pori 1";"Kerrostalo yksiöt";2025;102;.
"2016";"Pori 1";"Kerrostalo kaksiot";1918;154;.
"2016";"Pori 1";"Kerrostalo kolmiot+";1889;155;.
"2016";"Pori 2";"Kerrostalo yksiöt";968;94;.
"2016";"Pori 2";"Kerrostalo kaksiot";849;185;.
"2016";"Pori 2";"Kerrostalo kolmiot+";902;114;.
"2016";"Rauma";"Kerrostalo yksiöt";1413;73;.
"2016";"Rauma";"Kerrostalo kaksiot";1289;195;.
"2016";"Rauma";"Kerrostalo kolmiot+";1357;115;.
"2016";"Kanta-Häme";"Kerrostalo yksiöt";1687;279;.
"2016";"Kanta-Häme";"Kerrostalo kaksiot";1584;602;.
"2016";"Kanta-Häme";"Kerrostalo kolmiot+";1595;322;.
"2016";"Hämeenlinna";"Kerrostalo yksiöt";2073;130;.
"2016";"Hämeenlinna";"Kerrostalo kaksiot";1917;289;.
"2016";"Hämeenlinna";"Kerrostalo kolmiot+";1914;154;.
"2016";"Hämeenlinna 1";"Kerrostalo yksiöt";2425;79;.
"2016";"Hämeenlinna 1";"Kerrostalo kaksiot";2173;193;.
"2016";"Hämeenlinna 1";"Kerrostalo kolmiot+";2187;105;.
"2016";"Hämeenlinna 2";"Kerrostalo yksiöt";1413;51;.
"2016";"Hämeenlinna 2";"Kerrostalo kaksiot";1462;96;.
"2016";"Hämeenlinna 2";"Kerrostalo kolmiot+";1346;49;.
"2016";"Riihimäki";"Kerrostalo yksiöt";1655;67;.
"2016";"Riihimäki";"Kerrostalo kaksiot";1587;161;.
"2016";"Riihimäki";"Kerrostalo kolmiot+";1412;98;.
"2016";"Pirkanmaa";"Kerrostalo yksiöt";2724;929;.
"2016";"Pirkanmaa";"Kerrostalo kaksiot";2245;2146;.
"2016";"Pirkanmaa";"Kerrostalo kolmiot+";2167;1472;.
"2016";"Tampere";"Kerrostalo yksiöt";3146;673;.
"2016";"Tampere";"Kerrostalo kaksiot";2551;1477;.
"2016";"Tampere";"Kerrostalo kolmiot+";2425;1026;.
"2016";"Tampere 1";"Kerrostalo yksiöt";3719;329;.
"2016";"Tampere 1";"Kerrostalo kaksiot";3136;716;.
"2016";"Tampere 1";"Kerrostalo kolmiot+";3111;488;.
"2016";"Tampere 2";"Kerrostalo yksiöt";2454;205;.
"2016";"Tampere 2";"Kerrostalo kaksiot";2359;384;.
"2016";"Tampere 2";"Kerrostalo kolmiot+";2286;235;.
"2016";"Tampere 3";"Kerrostalo yksiöt";2344;139;.
"2016";"Tampere 3";"Kerrostalo kaksiot";1651;377;.
"2016";"Tampere 3";"Kerrostalo kolmiot+";1545;303;.
"2016";"Päijät-Häme";"Kerrostalo yksiöt";1835;376;.
"2016";"Päijät-Häme";"Kerrostalo kaksiot";1575;938;.
"2016";"Päijät-Häme";"Kerrostalo kolmiot+";1651;592;.
"2016";"Lahti";"Kerrostalo yksiöt";2193;256;.
"2016";"Lahti";"Kerrostalo kaksiot";1780;718;.
"2016";"Lahti";"Kerrostalo kolmiot+";1786;474;.
"2016";"Lahti 1";"Kerrostalo yksiöt";2717;111;.
"2016";"Lahti 1";"Kerrostalo kaksiot";2413;271;.
"2016";"Lahti 1";"Kerrostalo kolmiot+";2433;218;.
"2016";"Lahti 2";"Kerrostalo yksiöt";1722;145;.
"2016";"Lahti 2";"Kerrostalo kaksiot";1370;447;.
"2016";"Lahti 2";"Kerrostalo kolmiot+";1328;256;.
"2016";"Kymenlaakso";"Kerrostalo yksiöt";1159;283;.
"2016";"Kymenlaakso";"Kerrostalo kaksiot";1137;534;.
"2016";"Kymenlaakso";"Kerrostalo kolmiot+";1211;333;.
"2016";"Kotka";"Kerrostalo yksiöt";1232;143;.
"2016";"Kotka";"Kerrostalo kaksiot";1221;235;.
"2016";"Kotka";"Kerrostalo kolmiot+";1349;144;.
"2016";"Kotka 1";"Kerrostalo yksiöt";1656;64;.
"2016";"Kotka 1";"Kerrostalo kaksiot";1596;128;.
"2016";"Kotka 1";"Kerrostalo kolmiot+";1706;82;.
"2016";"Kotka 2";"Kerrostalo yksiöt";869;79;.
"2016";"Kotka 2";"Kerrostalo kaksiot";882;107;.
"2016";"Kotka 2";"Kerrostalo kolmiot+";972;62;.
"2016";"Kouvola";"Kerrostalo yksiöt";1102;112;.
"2016";"Kouvola";"Kerrostalo kaksiot";1103;244;.
"2016";"Kouvola";"Kerrostalo kolmiot+";1105;154;.
"2016";"Etelä-Karjala";"Kerrostalo yksiöt";1694;237;.
"2016";"Etelä-Karjala";"Kerrostalo kaksiot";1548;462;.
"2016";"Etelä-Karjala";"Kerrostalo kolmiot+";1609;224;.
"2016";"Lappeenranta";"Kerrostalo yksiöt";2105;135;.
"2016";"Lappeenranta";"Kerrostalo kaksiot";1817;319;.
"2016";"Lappeenranta";"Kerrostalo kolmiot+";1856;150;.
"2016";"Lappeenranta 1";"Kerrostalo yksiöt";2557;80;.
"2016";"Lappeenranta 1";"Kerrostalo kaksiot";2295;188;.
"2016";"Lappeenranta 1";"Kerrostalo kolmiot+";2354;87;.
"2016";"Lappeenranta 2";"Kerrostalo yksiöt";1416;55;.
"2016";"Lappeenranta 2";"Kerrostalo kaksiot";1247;131;.
"2016";"Lappeenranta 2";"Kerrostalo kolmiot+";1262;63;.
"2016";"Etelä-Savo";"Kerrostalo yksiöt";1568;174;.
"2016";"Etelä-Savo";"Kerrostalo kaksiot";1498;414;.
"2016";"Etelä-Savo";"Kerrostalo kolmiot+";1425;241;.
"2016";"Mikkeli";"Kerrostalo yksiöt";2134;88;.
"2016";"Mikkeli";"Kerrostalo kaksiot";1872;192;.
"2016";"Mikkeli";"Kerrostalo kolmiot+";1555;138;.
"2016";"Pohjois-Savo";"Kerrostalo yksiöt";2020;317;.
"2016";"Pohjois-Savo";"Kerrostalo kaksiot";1726;780;.
"2016";"Pohjois-Savo";"Kerrostalo kolmiot+";1785;461;.
"2016";"Kuopio";"Kerrostalo yksiöt";2517;196;.
"2016";"Kuopio";"Kerrostalo kaksiot";2058;538;.
"2016";"Kuopio";"Kerrostalo kolmiot+";1996;347;.
"2016";"Kuopio 1";"Kerrostalo yksiöt";2925;123;.
"2016";"Kuopio 1";"Kerrostalo kaksiot";2522;309;.
"2016";"Kuopio 1";"Kerrostalo kolmiot+";2486;204;.
"2016";"Kuopio 2";"Kerrostalo yksiöt";1829;73;.
"2016";"Kuopio 2";"Kerrostalo kaksiot";1586;229;.
"2016";"Kuopio 2";"Kerrostalo kolmiot+";1519;143;.
"2016";"Pohjois-Karjala";"Kerrostalo yksiöt";2132;189;.
"2016";"Pohjois-Karjala";"Kerrostalo kaksiot";1796;327;.
"2016";"Pohjois-Karjala";"Kerrostalo kolmiot+";1757;180;.
"2016";"Joensuu";"Kerrostalo yksiöt";2605;121;.
"2016";"Joensuu";"Kerrostalo kaksiot";2148;237;.
"2016";"Joensuu";"Kerrostalo kolmiot+";1969;140;.
"2016";"Joensuu 1";"Kerrostalo yksiöt";2715;104;.
"2016";"Joensuu 1";"Kerrostalo kaksiot";2286;183;.
"2016";"Joensuu 1";"Kerrostalo kolmiot+";2155;114;.
"2016";"Joensuu 2";"Kerrostalo yksiöt";2068;17;.
"2016";"Joensuu 2";"Kerrostalo kaksiot";1754;54;.
"2016";"Joensuu 2";"Kerrostalo kolmiot+";1330;26;.
"2016";"Keski-Suomi";"Kerrostalo yksiöt";2121;504;.
"2016";"Keski-Suomi";"Kerrostalo kaksiot";1771;1160;.
"2016";"Keski-Suomi";"Kerrostalo kolmiot+";1800;628;.
"2016";"Jyväskylä";"Kerrostalo yksiöt";2539;394;.
"2016";"Jyväskylä";"Kerrostalo kaksiot";2036;961;.
"2016";"Jyväskylä";"Kerrostalo kolmiot+";1958;523;.
"2016";"Jyväskylä 1";"Kerrostalo yksiöt";3196;108;.
"2016";"Jyväskylä 1";"Kerrostalo kaksiot";2633;314;.
"2016";"Jyväskylä 1";"Kerrostalo kolmiot+";2519;148;.
"2016";"Jyväskylä 2";"Kerrostalo yksiöt";1830;286;.
"2016";"Jyväskylä 2";"Kerrostalo kaksiot";1545;647;.
"2016";"Jyväskylä 2";"Kerrostalo kolmiot+";1540;375;.
"2016";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";1845;97;.
"2016";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1691;212;.
"2016";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1642;156;.
"2016";"Seinäjoki";"Kerrostalo yksiöt";2205;57;.
"2016";"Seinäjoki";"Kerrostalo kaksiot";1963;150;.
"2016";"Seinäjoki";"Kerrostalo kolmiot+";1832;110;.
"2016";"Pohjanmaa";"Kerrostalo yksiöt";2100;211;.
"2016";"Pohjanmaa";"Kerrostalo kaksiot";1858;397;.
"2016";"Pohjanmaa";"Kerrostalo kolmiot+";1776;322;.
"2016";"Vaasa";"Kerrostalo yksiöt";2343;162;.
"2016";"Vaasa";"Kerrostalo kaksiot";2096;279;.
"2016";"Vaasa";"Kerrostalo kolmiot+";1949;229;.
"2016";"Vaasa 1";"Kerrostalo yksiöt";2516;125;.
"2016";"Vaasa 1";"Kerrostalo kaksiot";2301;210;.
"2016";"Vaasa 1";"Kerrostalo kolmiot+";2197;159;.
"2016";"Vaasa 2";"Kerrostalo yksiöt";1704;37;.
"2016";"Vaasa 2";"Kerrostalo kaksiot";1494;69;.
"2016";"Vaasa 2";"Kerrostalo kolmiot+";1357;70;.
"2016";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2126;36;.
"2016";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1797;112;.
"2016";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1755;82;.
"2016";"Kokkola";"Kerrostalo yksiöt";2197;31;.
"2016";"Kokkola";"Kerrostalo kaksiot";1872;108;.
"2016";"Kokkola";"Kerrostalo kolmiot+";1772;79;.
"2016";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";2169;438;.
"2016";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1805;937;.
"2016";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";1865;682;.
"2016";"Oulu";"Kerrostalo yksiöt";2314;377;.
"2016";"Oulu";"Kerrostalo kaksiot";1915;789;.
"2016";"Oulu";"Kerrostalo kolmiot+";1932;603;.
"2016";"Oulu 1";"Kerrostalo yksiöt";2598;162;.
"2016";"Oulu 1";"Kerrostalo kaksiot";2296;355;.
"2016";"Oulu 1";"Kerrostalo kolmiot+";2361;278;.
"2016";"Oulu 2";"Kerrostalo yksiöt";2003;215;.
"2016";"Oulu 2";"Kerrostalo kaksiot";1564;434;.
"2016";"Oulu 2";"Kerrostalo kolmiot+";1539;325;.
"2016";"Kainuu";"Kerrostalo yksiöt";1523;101;.
"2016";"Kainuu";"Kerrostalo kaksiot";1269;197;.
"2016";"Kainuu";"Kerrostalo kolmiot+";1194;98;.
"2016";"Kajaani";"Kerrostalo yksiöt";1631;68;.
"2016";"Kajaani";"Kerrostalo kaksiot";1302;156;.
"2016";"Kajaani";"Kerrostalo kolmiot+";1222;75;.
"2016";"Lappi";"Kerrostalo yksiöt";1468;236;.
"2016";"Lappi";"Kerrostalo kaksiot";1326;481;.
"2016";"Lappi";"Kerrostalo kolmiot+";1331;350;.
"2016";"Rovaniemi";"Kerrostalo yksiöt";1788;171;.
"2016";"Rovaniemi";"Kerrostalo kaksiot";1549;308;.
"2016";"Rovaniemi";"Kerrostalo kolmiot+";1502;224;.
"2017";"Koko maa";"Kerrostalo yksiöt";3314;9115;.
"2017";"Koko maa";"Kerrostalo kaksiot";2527;19664;.
"2017";"Koko maa";"Kerrostalo kolmiot+";2581;14420;.
"2017";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";5470;2918;.
"2017";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";4244;6109;.
"2017";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";3950;5420;.
"2017";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2167;6193;.
"2017";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1817;13525;.
"2017";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1781;8986;.
