"Vuosi";"Alue";"Talotyyppi";"Neliöhinta (EUR/m2)";"Kauppojen lukumäärä, varainsiirtoverotiedot vuoteen 2019 asti";"Kauppojen lukumäärä, varainsiirtoverotiedot vuodesta 2020 alkaen"
"2018";"Kymenlaakso";"Kerrostalo kolmiot+";1207;285;.
"2018";"Kotka";"Kerrostalo yksiöt";1268;111;.
"2018";"Kotka";"Kerrostalo kaksiot";1208;219;.
"2018";"Kotka";"Kerrostalo kolmiot+";1265;116;.
"2018";"Kotka 1";"Kerrostalo yksiöt";1736;53;.
"2018";"Kotka 1";"Kerrostalo kaksiot";1631;137;.
"2018";"Kotka 1";"Kerrostalo kolmiot+";1572;60;.
"2018";"Kotka 2";"Kerrostalo yksiöt";867;58;.
"2018";"Kotka 2";"Kerrostalo kaksiot";827;82;.
"2018";"Kotka 2";"Kerrostalo kolmiot+";941;56;.
"2018";"Kouvola";"Kerrostalo yksiöt";1033;101;.
"2018";"Kouvola";"Kerrostalo kaksiot";1080;227;.
"2018";"Kouvola";"Kerrostalo kolmiot+";1187;133;.
"2018";"Etelä-Karjala";"Kerrostalo yksiöt";1636;211;.
"2018";"Etelä-Karjala";"Kerrostalo kaksiot";1540;437;.
"2018";"Etelä-Karjala";"Kerrostalo kolmiot+";1591;254;.
"2018";"Lappeenranta";"Kerrostalo yksiöt";2052;141;.
"2018";"Lappeenranta";"Kerrostalo kaksiot";1801;354;.
"2018";"Lappeenranta";"Kerrostalo kolmiot+";1813;203;.
"2018";"Lappeenranta 1";"Kerrostalo yksiöt";2512;79;.
"2018";"Lappeenranta 1";"Kerrostalo kaksiot";2320;201;.
"2018";"Lappeenranta 1";"Kerrostalo kolmiot+";2407;129;.
"2018";"Lappeenranta 2";"Kerrostalo yksiöt";1348;62;.
"2018";"Lappeenranta 2";"Kerrostalo kaksiot";1182;153;.
"2018";"Lappeenranta 2";"Kerrostalo kolmiot+";1103;74;.
"2018";"Etelä-Savo";"Kerrostalo yksiöt";1411;177;.
"2018";"Etelä-Savo";"Kerrostalo kaksiot";1378;425;.
"2018";"Etelä-Savo";"Kerrostalo kolmiot+";1430;228;.
"2018";"Mikkeli";"Kerrostalo yksiöt";1865;85;.
"2018";"Mikkeli";"Kerrostalo kaksiot";1723;226;.
"2018";"Mikkeli";"Kerrostalo kolmiot+";1629;126;.
"2018";"Pohjois-Savo";"Kerrostalo yksiöt";2018;382;.
"2018";"Pohjois-Savo";"Kerrostalo kaksiot";1728;841;.
"2018";"Pohjois-Savo";"Kerrostalo kolmiot+";1688;728;.
"2018";"Kuopio";"Kerrostalo yksiöt";2657;253;.
"2018";"Kuopio";"Kerrostalo kaksiot";2085;628;.
"2018";"Kuopio";"Kerrostalo kolmiot+";1926;578;.
"2018";"Kuopio 1";"Kerrostalo yksiöt";3161;141;.
"2018";"Kuopio 1";"Kerrostalo kaksiot";2598;365;.
"2018";"Kuopio 1";"Kerrostalo kolmiot+";2480;244;.
"2018";"Kuopio 2";"Kerrostalo yksiöt";1807;112;.
"2018";"Kuopio 2";"Kerrostalo kaksiot";1562;263;.
"2018";"Kuopio 2";"Kerrostalo kolmiot+";1387;334;.
"2018";"Pohjois-Karjala";"Kerrostalo yksiöt";2091;160;.
"2018";"Pohjois-Karjala";"Kerrostalo kaksiot";1799;308;.
"2018";"Pohjois-Karjala";"Kerrostalo kolmiot+";1767;149;.
"2018";"Joensuu";"Kerrostalo yksiöt";2549;113;.
"2018";"Joensuu";"Kerrostalo kaksiot";2108;239;.
"2018";"Joensuu";"Kerrostalo kolmiot+";1949;126;.
"2018";"Joensuu 1";"Kerrostalo yksiöt";2634;90;.
"2018";"Joensuu 1";"Kerrostalo kaksiot";2238;177;.
"2018";"Joensuu 1";"Kerrostalo kolmiot+";2102;104;.
"2018";"Joensuu 2";"Kerrostalo yksiöt";2132;23;.
"2018";"Joensuu 2";"Kerrostalo kaksiot";1740;62;.
"2018";"Joensuu 2";"Kerrostalo kolmiot+";1422;22;.
"2018";"Keski-Suomi";"Kerrostalo yksiöt";2228;480;.
"2018";"Keski-Suomi";"Kerrostalo kaksiot";1822;922;.
"2018";"Keski-Suomi";"Kerrostalo kolmiot+";1779;562;.
"2018";"Jyväskylä";"Kerrostalo yksiöt";2712;380;.
"2018";"Jyväskylä";"Kerrostalo kaksiot";2149;743;.
"2018";"Jyväskylä";"Kerrostalo kolmiot+";1968;474;.
"2018";"Jyväskylä 1";"Kerrostalo yksiöt";3267;140;.
"2018";"Jyväskylä 1";"Kerrostalo kaksiot";2757;332;.
"2018";"Jyväskylä 1";"Kerrostalo kolmiot+";2504;200;.
"2018";"Jyväskylä 2";"Kerrostalo yksiöt";2111;240;.
"2018";"Jyväskylä 2";"Kerrostalo kaksiot";1647;411;.
"2018";"Jyväskylä 2";"Kerrostalo kolmiot+";1565;274;.
"2018";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";2007;83;.
"2018";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1737;191;.
"2018";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1654;161;.
"2018";"Seinäjoki";"Kerrostalo yksiöt";2400;61;.
"2018";"Seinäjoki";"Kerrostalo kaksiot";1937;130;.
"2018";"Seinäjoki";"Kerrostalo kolmiot+";1801;120;.
"2018";"Pohjanmaa";"Kerrostalo yksiöt";2158;243;.
"2018";"Pohjanmaa";"Kerrostalo kaksiot";1788;452;.
"2018";"Pohjanmaa";"Kerrostalo kolmiot+";1731;351;.
"2018";"Vaasa";"Kerrostalo yksiöt";2401;189;.
"2018";"Vaasa";"Kerrostalo kaksiot";1985;331;.
"2018";"Vaasa";"Kerrostalo kolmiot+";1885;245;.
"2018";"Vaasa 1";"Kerrostalo yksiöt";2645;126;.
"2018";"Vaasa 1";"Kerrostalo kaksiot";2253;230;.
"2018";"Vaasa 1";"Kerrostalo kolmiot+";2152;176;.
"2018";"Vaasa 2";"Kerrostalo yksiöt";1503;63;.
"2018";"Vaasa 2";"Kerrostalo kaksiot";1193;101;.
"2018";"Vaasa 2";"Kerrostalo kolmiot+";1246;69;.
"2018";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2013;30;.
"2018";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1777;104;.
"2018";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1685;60;.
"2018";"Kokkola";"Kerrostalo yksiöt";2030;28;.
"2018";"Kokkola";"Kerrostalo kaksiot";1829;100;.
"2018";"Kokkola";"Kerrostalo kolmiot+";1721;59;.
"2018";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";2251;457;.
"2018";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1880;1004;.
"2018";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";1916;777;.
"2018";"Oulu";"Kerrostalo yksiöt";2447;394;.
"2018";"Oulu";"Kerrostalo kaksiot";2008;862;.
"2018";"Oulu";"Kerrostalo kolmiot+";1979;693;.
"2018";"Oulu 1";"Kerrostalo yksiöt";2821;152;.
"2018";"Oulu 1";"Kerrostalo kaksiot";2373;443;.
"2018";"Oulu 1";"Kerrostalo kolmiot+";2381;338;.
"2018";"Oulu 2";"Kerrostalo yksiöt";2037;242;.
"2018";"Oulu 2";"Kerrostalo kaksiot";1671;419;.
"2018";"Oulu 2";"Kerrostalo kolmiot+";1611;355;.
"2018";"Kainuu";"Kerrostalo yksiöt";1413;106;.
"2018";"Kainuu";"Kerrostalo kaksiot";1198;168;.
"2018";"Kainuu";"Kerrostalo kolmiot+";1228;134;.
"2018";"Kajaani";"Kerrostalo yksiöt";1475;77;.
"2018";"Kajaani";"Kerrostalo kaksiot";1226;134;.
"2018";"Kajaani";"Kerrostalo kolmiot+";1194;107;.
"2018";"Lappi";"Kerrostalo yksiöt";1617;199;.
"2018";"Lappi";"Kerrostalo kaksiot";1403;530;.
"2018";"Lappi";"Kerrostalo kolmiot+";1368;329;.
"2018";"Rovaniemi";"Kerrostalo yksiöt";2092;120;.
"2018";"Rovaniemi";"Kerrostalo kaksiot";1758;340;.
"2018";"Rovaniemi";"Kerrostalo kolmiot+";1600;208;.
"2019";"Koko maa";"Kerrostalo yksiöt";3464;9292;.
"2019";"Koko maa";"Kerrostalo kaksiot";2622;19908;.
"2019";"Koko maa";"Kerrostalo kolmiot+";2725;15100;.
"2019";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";5864;3157;.
"2019";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";4516;6530;.
"2019";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";4279;5846;.
"2019";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2187;6093;.
"2019";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1836;13250;.
"2019";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1818;9167;.
"2019";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";4935;4977;.
"2019";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";3770;10229;.
"2019";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";3659;8597;.
"2019";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1791;4273;.
"2019";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1605;9551;.
"2019";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1617;6416;.
"2019";"Uusimaa";"Kerrostalo yksiöt";5372;3697;.
"2019";"Uusimaa";"Kerrostalo kaksiot";4041;7903;.
"2019";"Uusimaa";"Kerrostalo kolmiot+";3955;6834;.
"2019";"Helsinki";"Kerrostalo yksiöt";6445;2411;.
"2019";"Helsinki";"Kerrostalo kaksiot";5149;4350;.
"2019";"Helsinki";"Kerrostalo kolmiot+";4979;3753;.
"2019";"Helsinki 1";"Kerrostalo yksiöt";...;559;.
"2019";"Helsinki 1";"Kerrostalo kaksiot";7380;745;.
"2019";"Helsinki 1";"Kerrostalo kolmiot+";7381;739;.
"2019";"Helsinki 2";"Kerrostalo yksiöt";6585;1301;.
"2019";"Helsinki 2";"Kerrostalo kaksiot";5771;2016;.
"2019";"Helsinki 2";"Kerrostalo kolmiot+";5508;1413;.
"2019";"Helsinki 3";"Kerrostalo yksiöt";...;256;.
"2019";"Helsinki 3";"Kerrostalo kaksiot";4008;683;.
"2019";"Helsinki 3";"Kerrostalo kolmiot+";3714;725;.
"2019";"Helsinki 4";"Kerrostalo yksiöt";3926;295;.
"2019";"Helsinki 4";"Kerrostalo kaksiot";2962;906;.
"2019";"Helsinki 4";"Kerrostalo kolmiot+";2619;876;.
"2019";"Espoo-Kauniainen";"Kerrostalo yksiöt";4296;394;.
"2019";"Espoo-Kauniainen";"Kerrostalo kaksiot";3751;1148;.
"2019";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3487;1187;.
"2019";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";5040;134;.
"2019";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";4592;370;.
"2019";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";4407;413;.
"2019";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4666;134;.
"2019";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";4023;346;.
"2019";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3856;311;.
"2019";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3568;126;.
"2019";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";2996;432;.
"2019";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2675;463;.
"2019";"Vantaa";"Kerrostalo yksiöt";3474;352;.
"2019";"Vantaa";"Kerrostalo kaksiot";2764;1032;.
"2019";"Vantaa";"Kerrostalo kolmiot+";2400;906;.
"2019";"Vantaa 1";"Kerrostalo yksiöt";4440;80;.
"2019";"Vantaa 1";"Kerrostalo kaksiot";3847;228;.
"2019";"Vantaa 1";"Kerrostalo kolmiot+";3444;213;.
"2019";"Vantaa 2";"Kerrostalo yksiöt";3491;78;.
"2019";"Vantaa 2";"Kerrostalo kaksiot";3009;224;.
"2019";"Vantaa 2";"Kerrostalo kolmiot+";2550;195;.
"2019";"Vantaa 3";"Kerrostalo yksiöt";3175;194;.
"2019";"Vantaa 3";"Kerrostalo kaksiot";2292;580;.
"2019";"Vantaa 3";"Kerrostalo kolmiot+";2037;498;.
"2019";"Kehyskunnat";"Kerrostalo yksiöt";2290;373;.
"2019";"Kehyskunnat";"Kerrostalo kaksiot";2080;960;.
"2019";"Kehyskunnat";"Kerrostalo kolmiot+";1933;708;.
"2019";"Porvoo";"Kerrostalo yksiöt";3106;72;.
"2019";"Porvoo";"Kerrostalo kaksiot";2434;164;.
"2019";"Porvoo";"Kerrostalo kolmiot+";2557;122;.
"2019";"Hyvinkää";"Kerrostalo yksiöt";2119;75;.
"2019";"Hyvinkää";"Kerrostalo kaksiot";1905;187;.
"2019";"Hyvinkää";"Kerrostalo kolmiot+";1777;131;.
"2019";"Järvenpää";"Kerrostalo yksiöt";2929;60;.
"2019";"Järvenpää";"Kerrostalo kaksiot";2545;154;.
"2019";"Järvenpää";"Kerrostalo kolmiot+";2135;100;.
"2019";"Kerava";"Kerrostalo yksiöt";2689;65;.
"2019";"Kerava";"Kerrostalo kaksiot";2379;182;.
"2019";"Kerava";"Kerrostalo kolmiot+";2183;149;.
"2019";"Varsinais-Suomi";"Kerrostalo yksiöt";2881;884;.
"2019";"Varsinais-Suomi";"Kerrostalo kaksiot";2157;2076;.
"2019";"Varsinais-Suomi";"Kerrostalo kolmiot+";1997;1499;.
"2019";"Turku";"Kerrostalo yksiöt";3370;603;.
"2019";"Turku";"Kerrostalo kaksiot";2496;1327;.
"2019";"Turku";"Kerrostalo kolmiot+";2189;1050;.
"2019";"Turku 1";"Kerrostalo yksiöt";3957;379;.
"2019";"Turku 1";"Kerrostalo kaksiot";3329;582;.
"2019";"Turku 1";"Kerrostalo kolmiot+";3168;375;.
"2019";"Turku 2";"Kerrostalo yksiöt";3002;124;.
"2019";"Turku 2";"Kerrostalo kaksiot";2332;258;.
"2019";"Turku 2";"Kerrostalo kolmiot+";1945;230;.
"2019";"Turku 3";"Kerrostalo yksiöt";2079;100;.
"2019";"Turku 3";"Kerrostalo kaksiot";1460;487;.
"2019";"Turku 3";"Kerrostalo kolmiot+";1361;445;.
"2019";"Satakunta";"Kerrostalo yksiöt";1558;239;.
"2019";"Satakunta";"Kerrostalo kaksiot";1319;575;.
"2019";"Satakunta";"Kerrostalo kolmiot+";1425;385;.
"2019";"Pori";"Kerrostalo yksiöt";1640;136;.
"2019";"Pori";"Kerrostalo kaksiot";1402;301;.
"2019";"Pori";"Kerrostalo kolmiot+";1494;195;.
"2019";"Pori 1";"Kerrostalo yksiöt";2060;80;.
"2019";"Pori 1";"Kerrostalo kaksiot";1865;160;.
"2019";"Pori 1";"Kerrostalo kolmiot+";1812;118;.
"2019";"Pori 2";"Kerrostalo yksiöt";883;56;.
"2019";"Pori 2";"Kerrostalo kaksiot";852;141;.
"2019";"Pori 2";"Kerrostalo kolmiot+";978;77;.
"2019";"Rauma";"Kerrostalo yksiöt";1779;70;.
"2019";"Rauma";"Kerrostalo kaksiot";1378;157;.
"2019";"Rauma";"Kerrostalo kolmiot+";1453;121;.
"2019";"Kanta-Häme";"Kerrostalo yksiöt";1564;333;.
"2019";"Kanta-Häme";"Kerrostalo kaksiot";1485;463;.
"2019";"Kanta-Häme";"Kerrostalo kolmiot+";1533;333;.
"2019";"Hämeenlinna";"Kerrostalo yksiöt";1973;197;.
"2019";"Hämeenlinna";"Kerrostalo kaksiot";1810;248;.
"2019";"Hämeenlinna";"Kerrostalo kolmiot+";1851;171;.
"2019";"Hämeenlinna 1";"Kerrostalo yksiöt";2282;166;.
"2019";"Hämeenlinna 1";"Kerrostalo kaksiot";2085;167;.
"2019";"Hämeenlinna 1";"Kerrostalo kolmiot+";2124;122;.
"2019";"Hämeenlinna 2";"Kerrostalo yksiöt";1358;31;.
"2019";"Hämeenlinna 2";"Kerrostalo kaksiot";1320;81;.
"2019";"Hämeenlinna 2";"Kerrostalo kolmiot+";1283;49;.
"2019";"Riihimäki";"Kerrostalo yksiöt";1532;56;.
"2019";"Riihimäki";"Kerrostalo kaksiot";1448;103;.
"2019";"Riihimäki";"Kerrostalo kolmiot+";1405;103;.
"2019";"Pirkanmaa";"Kerrostalo yksiöt";2924;1056;.
"2019";"Pirkanmaa";"Kerrostalo kaksiot";2486;2249;.
"2019";"Pirkanmaa";"Kerrostalo kolmiot+";2357;1542;.
"2019";"Tampere";"Kerrostalo yksiöt";3365;802;.
"2019";"Tampere";"Kerrostalo kaksiot";2849;1605;.
"2019";"Tampere";"Kerrostalo kolmiot+";2677;1072;.
"2019";"Tampere 1";"Kerrostalo yksiöt";4031;411;.
"2019";"Tampere 1";"Kerrostalo kaksiot";3559;746;.
"2019";"Tampere 1";"Kerrostalo kolmiot+";3534;482;.
"2019";"Tampere 2";"Kerrostalo yksiöt";2648;272;.
"2019";"Tampere 2";"Kerrostalo kaksiot";2547;499;.
"2019";"Tampere 2";"Kerrostalo kolmiot+";2428;287;.
"2019";"Tampere 3";"Kerrostalo yksiöt";2337;119;.
"2019";"Tampere 3";"Kerrostalo kaksiot";1818;360;.
"2019";"Tampere 3";"Kerrostalo kolmiot+";1619;303;.
"2019";"Päijät-Häme";"Kerrostalo yksiöt";1845;422;.
"2019";"Päijät-Häme";"Kerrostalo kaksiot";1580;851;.
"2019";"Päijät-Häme";"Kerrostalo kolmiot+";1658;598;.
"2019";"Lahti";"Kerrostalo yksiöt";2220;291;.
"2019";"Lahti";"Kerrostalo kaksiot";1792;564;.
"2019";"Lahti";"Kerrostalo kolmiot+";1814;460;.
"2019";"Lahti 1";"Kerrostalo yksiöt";2750;171;.
"2019";"Lahti 1";"Kerrostalo kaksiot";2439;248;.
"2019";"Lahti 1";"Kerrostalo kolmiot+";2489;214;.
"2019";"Lahti 2";"Kerrostalo yksiöt";1745;120;.
"2019";"Lahti 2";"Kerrostalo kaksiot";1373;316;.
"2019";"Lahti 2";"Kerrostalo kolmiot+";1337;246;.
"2019";"Kymenlaakso";"Kerrostalo yksiöt";1105;248;.
"2019";"Kymenlaakso";"Kerrostalo kaksiot";1083;570;.
"2019";"Kymenlaakso";"Kerrostalo kolmiot+";1150;281;.
"2019";"Kotka";"Kerrostalo yksiöt";1208;121;.
"2019";"Kotka";"Kerrostalo kaksiot";1190;225;.
"2019";"Kotka";"Kerrostalo kolmiot+";1170;116;.
"2019";"Kotka 1";"Kerrostalo yksiöt";1695;78;.
"2019";"Kotka 1";"Kerrostalo kaksiot";1509;123;.
"2019";"Kotka 1";"Kerrostalo kolmiot+";1553;76;.
"2019";"Kotka 2";"Kerrostalo yksiöt";792;43;.
"2019";"Kotka 2";"Kerrostalo kaksiot";901;102;.
"2019";"Kotka 2";"Kerrostalo kolmiot+";766;40;.
"2019";"Kouvola";"Kerrostalo yksiöt";1003;96;.
"2019";"Kouvola";"Kerrostalo kaksiot";1001;255;.
"2019";"Kouvola";"Kerrostalo kolmiot+";1079;138;.
"2019";"Etelä-Karjala";"Kerrostalo yksiöt";1563;184;.
"2019";"Etelä-Karjala";"Kerrostalo kaksiot";1508;372;.
"2019";"Etelä-Karjala";"Kerrostalo kolmiot+";1543;279;.
"2019";"Lappeenranta";"Kerrostalo yksiöt";2013;126;.
"2019";"Lappeenranta";"Kerrostalo kaksiot";1774;288;.
"2019";"Lappeenranta";"Kerrostalo kolmiot+";1702;228;.
"2019";"Lappeenranta 1";"Kerrostalo yksiöt";2430;78;.
"2019";"Lappeenranta 1";"Kerrostalo kaksiot";2315;180;.
"2019";"Lappeenranta 1";"Kerrostalo kolmiot+";2288;162;.
"2019";"Lappeenranta 2";"Kerrostalo yksiöt";1376;48;.
"2019";"Lappeenranta 2";"Kerrostalo kaksiot";1128;108;.
"2019";"Lappeenranta 2";"Kerrostalo kolmiot+";1002;66;.
"2019";"Etelä-Savo";"Kerrostalo yksiöt";1407;198;.
"2019";"Etelä-Savo";"Kerrostalo kaksiot";1350;361;.
"2019";"Etelä-Savo";"Kerrostalo kolmiot+";1410;233;.
"2019";"Mikkeli";"Kerrostalo yksiöt";1861;102;.
"2019";"Mikkeli";"Kerrostalo kaksiot";1721;167;.
"2019";"Mikkeli";"Kerrostalo kolmiot+";1610;114;.
"2019";"Pohjois-Savo";"Kerrostalo yksiöt";1986;324;.
"2019";"Pohjois-Savo";"Kerrostalo kaksiot";1690;804;.
"2019";"Pohjois-Savo";"Kerrostalo kolmiot+";1684;546;.
"2019";"Kuopio";"Kerrostalo yksiöt";2684;218;.
"2019";"Kuopio";"Kerrostalo kaksiot";2063;574;.
"2019";"Kuopio";"Kerrostalo kolmiot+";1880;420;.
"2019";"Kuopio 1";"Kerrostalo yksiöt";3220;122;.
"2019";"Kuopio 1";"Kerrostalo kaksiot";2568;368;.
"2019";"Kuopio 1";"Kerrostalo kolmiot+";2412;214;.
"2019";"Kuopio 2";"Kerrostalo yksiöt";1782;96;.
"2019";"Kuopio 2";"Kerrostalo kaksiot";1548;206;.
"2019";"Kuopio 2";"Kerrostalo kolmiot+";1363;206;.
"2019";"Pohjois-Karjala";"Kerrostalo yksiöt";2039;164;.
"2019";"Pohjois-Karjala";"Kerrostalo kaksiot";1716;279;.
"2019";"Pohjois-Karjala";"Kerrostalo kolmiot+";1627;195;.
"2019";"Joensuu";"Kerrostalo yksiöt";2497;125;.
"2019";"Joensuu";"Kerrostalo kaksiot";2029;227;.
"2019";"Joensuu";"Kerrostalo kolmiot+";1871;162;.
"2019";"Joensuu 1";"Kerrostalo yksiöt";2511;109;.
"2019";"Joensuu 1";"Kerrostalo kaksiot";2166;167;.
"2019";"Joensuu 1";"Kerrostalo kolmiot+";2021;126;.
"2019";"Joensuu 2";"Kerrostalo yksiöt";2426;16;.
"2019";"Joensuu 2";"Kerrostalo kaksiot";1642;60;.
"2019";"Joensuu 2";"Kerrostalo kolmiot+";1352;36;.
"2019";"Keski-Suomi";"Kerrostalo yksiöt";2055;398;.
"2019";"Keski-Suomi";"Kerrostalo kaksiot";1784;987;.
"2019";"Keski-Suomi";"Kerrostalo kolmiot+";1813;547;.
"2019";"Jyväskylä";"Kerrostalo yksiöt";2517;307;.
"2019";"Jyväskylä";"Kerrostalo kaksiot";2033;803;.
"2019";"Jyväskylä";"Kerrostalo kolmiot+";2053;449;.
"2019";"Jyväskylä 1";"Kerrostalo yksiöt";3209;161;.
"2019";"Jyväskylä 1";"Kerrostalo kaksiot";2699;389;.
"2019";"Jyväskylä 1";"Kerrostalo kolmiot+";2549;225;.
"2019";"Jyväskylä 2";"Kerrostalo yksiöt";1768;146;.
"2019";"Jyväskylä 2";"Kerrostalo kaksiot";1484;414;.
"2019";"Jyväskylä 2";"Kerrostalo kolmiot+";1680;224;.
"2019";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";1876;69;.
"2019";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1750;184;.
"2019";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1669;150;.
"2019";"Seinäjoki";"Kerrostalo yksiöt";2268;57;.
"2019";"Seinäjoki";"Kerrostalo kaksiot";1965;142;.
"2019";"Seinäjoki";"Kerrostalo kolmiot+";1849;127;.
"2019";"Pohjanmaa";"Kerrostalo yksiöt";2225;213;.
"2019";"Pohjanmaa";"Kerrostalo kaksiot";1787;408;.
"2019";"Pohjanmaa";"Kerrostalo kolmiot+";1778;380;.
"2019";"Vaasa";"Kerrostalo yksiöt";2498;164;.
"2019";"Vaasa";"Kerrostalo kaksiot";1984;291;.
"2019";"Vaasa";"Kerrostalo kolmiot+";1940;280;.
"2019";"Vaasa 1";"Kerrostalo yksiöt";2690;132;.
"2019";"Vaasa 1";"Kerrostalo kaksiot";2281;218;.
"2019";"Vaasa 1";"Kerrostalo kolmiot+";2244;193;.
"2019";"Vaasa 2";"Kerrostalo yksiöt";1789;32;.
"2019";"Vaasa 2";"Kerrostalo kaksiot";1108;73;.
"2019";"Vaasa 2";"Kerrostalo kolmiot+";1213;87;.
"2019";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2727;37;.
"2019";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1699;78;.
"2019";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1890;59;.
"2019";"Kokkola";"Kerrostalo yksiöt";2811;35;.
"2019";"Kokkola";"Kerrostalo kaksiot";1732;74;.
"2019";"Kokkola";"Kerrostalo kolmiot+";1926;57;.
"2019";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";2283;475;.
"2019";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1900;909;.
"2019";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";1984;714;.
"2019";"Oulu";"Kerrostalo yksiöt";2500;415;.
"2019";"Oulu";"Kerrostalo kaksiot";2024;767;.
"2019";"Oulu";"Kerrostalo kolmiot+";2054;629;.
"2019";"Oulu 1";"Kerrostalo yksiöt";2770;199;.
"2019";"Oulu 1";"Kerrostalo kaksiot";2443;373;.
"2019";"Oulu 1";"Kerrostalo kolmiot+";2541;283;.
"2019";"Oulu 2";"Kerrostalo yksiöt";2204;216;.
"2019";"Oulu 2";"Kerrostalo kaksiot";1637;394;.
"2019";"Oulu 2";"Kerrostalo kolmiot+";1609;346;.
"2019";"Kainuu";"Kerrostalo yksiöt";1426;81;.
"2019";"Kainuu";"Kerrostalo kaksiot";1314;177;.
"2019";"Kainuu";"Kerrostalo kolmiot+";1216;120;.
"2019";"Kajaani";"Kerrostalo yksiöt";1520;54;.
"2019";"Kajaani";"Kerrostalo kaksiot";1361;141;.
"2019";"Kajaani";"Kerrostalo kolmiot+";1208;102;.
"2019";"Lappi";"Kerrostalo yksiöt";1641;228;.
"2019";"Lappi";"Kerrostalo kaksiot";1445;534;.
"2019";"Lappi";"Kerrostalo kolmiot+";1331;318;.
"2019";"Rovaniemi";"Kerrostalo yksiöt";2119;121;.
"2019";"Rovaniemi";"Kerrostalo kaksiot";1797;343;.
"2019";"Rovaniemi";"Kerrostalo kolmiot+";1555;168;.
"2020";"Koko maa";"Kerrostalo yksiöt";3616;.;10533
"2020";"Koko maa";"Kerrostalo kaksiot";2745;.;21348
"2020";"Koko maa";"Kerrostalo kolmiot+";2855;.;16351
"2020";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";6148;.;3441
"2020";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";4784;.;6872
"2020";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";4544;.;6390
"2020";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2336;.;7090
"2020";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1886;.;14468
"2020";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1848;.;9959
"2020";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";5154;.;5532
"2020";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";4001;.;10965
"2020";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";3896;.;9506
"2020";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1858;.;4999
"2020";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1608;.;10375
"2020";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1608;.;6843
"2020";"Uusimaa";"Kerrostalo yksiöt";5590;.;4215
"2020";"Uusimaa";"Kerrostalo kaksiot";4261;.;8486
"2020";"Uusimaa";"Kerrostalo kolmiot+";4193;.;7527
"2020";"Helsinki";"Kerrostalo yksiöt";6833;.;2633
